label,text
request,and the address
inform,chinese food
request,address
reqalts,next one
inform,west
thankyou,thank you good bye
inform,cheap
reqalts,how about vietnamese food
inform,im looking a cheap restaurant in the south part of town
inform,i dont care
request,address
inform,dont care
reqalts,is there anything else
affirm,yes
thankyou,thank you good bye
request,can i have the phone number
request,phone number
reqalts,how about chinese food
inform,polynesian food
request,whats the address
reqalts,is there anything else
request,what is the phone number
reqalts,is there anything else
request,okay whats the phone number
inform,british food
thankyou,thank you good bye
request,what is the address and post code
request,whats the address and phone number
affirm,yes cheap restaurant
inform,im searching for mediterranean food
thankyou,thank you good bye
inform,i dont care
inform,modern european food
inform,restaurant in the east part of town
null,unintelligible
null,oh
negate,no romanian
request,address
request,and the phone number
reqalts,how about a turkish restaurant anywhere
thankyou,thank you goodbye noise
inform,asian oriental food
request,address
request,whats the phone number
request,whats the phone number
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,polynesian food
request,what type of food does it serve
inform,could i have a moderately priced restaurant that serves thai food please
request,whats the address
request,um whats the address
thankyou,thank you good bye
request,what is the phone number
inform,im looking for portuguese food
inform,portuguese
inform,any
null,sil
request,what is the address
inform,looking for something moderately priced in the north side of town
inform,east
affirm,yes
inform,i want a moderately priced restaurant
request,may i get the address and phone number
reqalts,is there anything else
inform,in the south part of town
inform,im looking for an expensive restaurant that serves irish food
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yea
request,area
null,sil
inform,i dont care
thankyou,thank you good bye
inform,doesnt matter
deny,wrong
request,whats the address
inform,im looking for a restaurant on the east part of town that serves scandinavia food
negate,no
thankyou,thank you good bye
inform,portuguese food in the south
negate,no im looking for a restaurant in the south part of town that serves
inform,any
inform,east
inform,indian
request,can i get the area
inform,a cheap restaurant
inform,dont care
affirm,yes im looking for a restaurant in the north part of town
inform,im looking for a restaurant in the center and it should serve traditional food
inform,im looking for a cheap restaurant and it should be in the south part of town
negate,no im looking in the south of the town
request,whats the phone number
inform,i dont care
inform,polynesian food
inform,any
inform,mexican food
reqalts,is there anything else
inform,expensive restaurant in the south
inform,catalonia food
inform,north
inform,im looking for cheap food
inform,thai food
inform,im looking for an expensive restaurant that serves asian oriental food
null,noise
reqalts,um how about chinese food
inform,any price range
inform,thai food
inform,italian food
request,what is there address
null,type
thankyou,thank you good bye
inform,east
request,phone number
inform,austrian
inform,restaurant in the south part of town
inform,im looking for italian food though
inform,i dont care
affirm,yes
hello,hi i am looking for a moderately priced restaurant in the east part of town
request,can i have the phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,im looking for indian food in the east part of town
thankyou,thank you good bye
null,what is it by
deny,wrong
inform,i dont care
reqalts,what about british
inform,italian food
affirm,yea
null,noise
affirm,yes
affirm,yes
inform,i dont care
request,can i get the address
inform,anything
inform,it doesnt matter
inform,ah what have you got for thai food
inform,south part of town
request,phone number
inform,im looking for a moderately priced restaurant in the west part of town
confirm,is it in the cheap price range
confirm,is it in the centre of town
thankyou,thank you good bye
thankyou,thank you goodbye
inform,i do not care
inform,doesnt matter
reqalts,how about chinese food
inform,looking for a moderately priced restaurant
inform,im looking for scandinavian food
request,can i get the address and phone number
request,can i have their phone number
request,what is the phone number
thankyou,thank you good bye
inform,any type
request,and phone number
inform,any area
thankyou,thank you good bye
inform,any
reqalts,how about indian type of food
request,phone number
inform,im looking for a moderately priced restaurant that serves european food
request,address please
request,can i get the address phone number and post code
request,what is the phone number
reqalts,anything else
request,could you give the address phone number and post code
inform,mediterranean
affirm,yes
request,phone number
inform,indian
inform,dont care
affirm,yes and i dont care about the price range
inform,any
thankyou,thank you good bye
request,could i have the phone number and type of venue
request,what is the address
inform,im looking for a restaurant in the north part of town serving italian food
inform,the center of town
inform,any food
inform,international food
inform,cheap restaurant in the south part of town
inform,international
inform,i want to find a moderately priced restaurant on the east p
reqalts,how about italian food in the west part of town
inform,moderate
inform,im looking for a restaurant in the south part of town
inform,im looking for a restaurant in the east part of town serving japanese food
request,address
request,what type of food
thankyou,thank you good bye
inform,im looking for a restaurant in the west part of town serving italian food
inform,indian
inform,im looking for an expensive restaurant that serves belgium food
inform,im looking for a moderately priced restaurant in the south
thankyou,thank you good bye
inform,it doesnt matter
request,phone number
null,um
inform,spanish food
request,phone number
thankyou,thank you good bye
inform,i wanna find a moderately priced restaurant in the east part of t
request,what is the address
thankyou,thank you good bye
inform,ese food
request,address
thankyou,thank you good bye
inform,expensive french
request,telephone number
reqalts,how about asian oriental
request,where is it
null,noise
inform,the south
request,price range
request,what is the address
thankyou,thank you goodbye
thankyou,thank you goodbye
inform,im looking for a moderately priced restaurant
reqalts,how about the north part
thankyou,thank you good bye
request,phone number
inform,moderately priced
request,whats the address
thankyou,thank you good bye
inform,pan asian food
negate,no thank you good bye
request,whats the address
reqalts,anything else
reqalts,okay what about a a modern european
thankyou,thank you
inform,korean
request,what type of food is it
request,what is the address and phone number
request,what type of food
inform,im looking for an expensive restaurant in the east part of town
inform,any
inform,id like a cheap restaurant in the north part of town
inform,doesnt matter
request,what is its phone number
request,address
thankyou,thank you good bye
inform,im looking for vietnamese food
affirm,yes can i have malaysian food
request,what type of food
null,cough
reqalts,what about indian food
inform,i want a malaysian restaurant
reqalts,how about italian food
thankyou,thank you good bye
inform,mexican food
thankyou,thank you good bye
null,sorry
null,im looking
thankyou,thank you good bye
thankyou,thank you good bye
inform,west
inform,the turkiesh food
repeat,can you repeat that
reqalts,how about asian oriental type of food
inform,expensive
affirm,yes
negate,no lebanese how do you say it
thankyou,thank you goodbye
inform,dont care
reqalts,how about european food
request,what is the post code
affirm,yes
affirm,yes
inform,dont care
inform,i need a restaurant in the west part of town that serves europ
request,could i have the address and phone number
inform,im looking for a restaurant in the south part of town
inform,im looking for an expensive restaurant in the east part
thankyou,thank you good bye
request,whats the phone number
request,phone number
inform,im looking for a moderately priced restaurant in the south part of town
inform,the south part
request,can i get the address
reqalts,anything else
inform,lebanese food in the center of town
request,address
thankyou,thank you good bye
request,price range
request,what is the phone number and address
inform,im looking for jamaican food in the south part of town
inform,italian
request,phone number
inform,moderately priced
inform,an expensive italian restaurant
inform,good food
request,whats the address and phone number
inform,im looking for an expensive restaurant serving vegetarian food
inform,south
inform,east
inform,south
inform,cheap restaurant
null,unintelligible
thankyou,thank you good bye
inform,vietnamese food
inform,any
inform,um im looking for a restaurant serving thai food
request,what is the phone number and post code
inform,i dont care
request,and the phone number
request,what kind of food do they have
request,what is the address
inform,im looking for cheap german food
inform,west part of town
request,and whats their address
request,may i have a phone number and postcode
inform,south part of town
null,static
confirm,does it serve endonesian
request,whats the phone number
inform,i dont care
request,may i have the address
thankyou,thank you good bye
thankyou,thank you goodbye
null,sil
request,whats the address phone number and price
request,phone number
request,phone number
request,can i have the phone number
thankyou,thank you goodbye
inform,thai food
inform,afghan
request,price range
affirm,yes
request,can i have the phone number and type of food please
negate,no
inform,chinese
request,and the phone number
reqalts,anything else
request,what is the phone number
negate,uh no thats it thank you and good bye
inform,i need it in the north part of town
inform,asian oriental food
request,address
inform,any
inform,a cheap restaurant
inform,barbecue food west part of town
request,phone number
null,sil
affirm,yes
thankyou,thank you good bye
inform,um doesnt matter
inform,thai food
inform,greek food
inform,id like to find a restaurant that serves afghan food
inform,any
affirm,yes
inform,im looking for an expensive restaurant in the
request,part of town
reqalts,is there anything else
request,whats the address
null,okay
thankyou,thank you good bye
bye,unintelligible bye
null,noise
thankyou,thank you good bye
thankyou,thank you good bye
request,can i get the post code
confirm,is it in the center
request,what is their address
inform,looking for a restaurant
affirm,yes
reqalts,how about any part of town
inform,im looking for a cheap restaurant in the west part of town
inform,gastropub food
inform,italian
request,address
request,how about the phone number
inform,i dont care
request,whats the phone number
inform,dont care
inform,im looking for a restaurant in the south part of town serving austrian food
null,unintelligible
inform,european food
request,address
null,unintelligible
request,what is the phone number
null,noise
request,address
request,what type of food do they serve
inform,im looking for a restaurant in the west
inform,oriental
inform,i dont care
inform,traditional food
inform,moroccan
inform,i dont care
inform,south
inform,it doesnt matter
thankyou,thank you good bye
thankyou,thank you good bye
inform,im looking for a restaurant in any area that serves austrian food
inform,east
inform,danish food
affirm,yes can i have an expensive restaurant
inform,noise ease part of town east
inform,canapes
repeat,can you repeat that
request,phone number
inform,india
thankyou,thank you good bye
inform,any
reqalts,is there anything else
negate,no singaporean
inform,vietnamese food
inform,uh im looking for a moderately priced restaurant
inform,im looking for a restaurant in the north
inform,belgian food
thankyou,thank you good bye
inform,im looking for a british restaurant
reqalts,how about chinese food
inform,i dont care
thankyou,thank you good bye
reqalts,is there anything else
reqalts,is there anything else
reqalts,is there any other type of food
request,what is the address
request,what area is it in
null,sil
null,unintelligible
request,post code
inform,looking for something moderately priced on the north side of town
inform,center
inform,expensive restaurant serving portuguese food
null,noise
request,what is the address
affirm,yes
inform,any
inform,any kind of food
null,noise
inform,moderately priced restaurant in east part of town
request,phone number
inform,in the north part of town
inform,expensive
request,phone number
inform,moderate
inform,steakhouse
request,may i have the phone number please
hello,hello
inform,italian
inform,im looking for a moderately priced restaurant in the north part of town
request,whats the address
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
negate,no
negate,no
inform,polish food
inform,i got to find a cheap restaurant that serves mexican food
affirm,yes knocking
thankyou,thank you
inform,thai food
null,static
inform,chinese food north part of town
request,what area
thankyou,thank you good bye
inform,eritrean
inform,any
inform,food type
inform,im looking for a restaurant that serves european food
reqalts,how about indian
reqalts,is there anything else
inform,east
inform,thai
request,whats the address
inform,chinese food
bye,good bye
inform,any
thankyou,thank you good bye
null,sil
request,kind i have the address
request,and post code
inform,restaurant
request,whats the address
request,phone number please
affirm,yes
affirm,yes
reqalts,how about asian oriental type of food
reqalts,what about a modern europene type of food
request,address
inform,asian oriental
request,phone number
inform,east
inform,italian
request,phone number
thankyou,thank you good bye
reqalts,how about indian food
thankyou,thank you good bye
thankyou,thank you good bye
inform,looking for expensive tuscan food
thankyou,thank you good bye
request,may i have the address
affirm,yes
request,area
null,noise
inform,the south
thankyou,thank you goodbye
inform,north
request,address
inform,turkey food
inform,i want to find international food
inform,looking for a restaurant in the north part of town that serves swedish food
request,type of food
request,phone number
thankyou,good bye thank you
request,phone number
thankyou,thank you good bye
inform,korean
reqalts,is there anything else
request,address
request,phone number
request,phone number
request,what is the post code
reqalts,is there anything else
null,unintelligible
thankyou,thank you good bye
request,phone number
thankyou,thank you good bye
null,uh i want to find
inform,mediterranean food
request,address
thankyou,thank you good bye
null,sil
request,address and phone number
thankyou,thank you good bye
inform,catalan
thankyou,thank you good bye
thankyou,thank you good bye
request,what is their special dish
inform,expensive restaurant
inform,moderately priced restaurant in the north part of town
reqalts,how about chinese food
reqalts,okay is there any others
null,noise
thankyou,thank you good bye
null,system
inform,dont matter
inform,are there any restaurants in the center of town
affirm,breath correct
inform,center of town
request,what is the address and phone number
inform,polynesian
inform,it doesnt matter
request,what is the phone number
request,and the phone number
inform,im looking for a restaurant in the north part of town
inform,asian oriental type of food
inform,i dont care
inform,i need a cheap restaurant that serves romanian food
request,address
reqalts,what about earatree food
inform,i dont care
inform,thai
inform,thai food
inform,expensive
request,and the phone number
request,what is the address
reqalts,how about vietnamese food
inform,any part of town
inform,restaurant indian restaurant
reqalts,how about portuguese
request,what kind of food
request,address
inform,im looking for a restaurant
inform,moderate
affirm,right
inform,dont care
request,can i have the address
null,unintelligible
request,what is the address
thankyou,okay thank you good bye
request,whats the post code
thankyou,thank you good bye
affirm,yes
request,and the telephone number
inform,expensive
confirm,okay is it in the west part of town
null,whats the
request,and what area
affirm,yes
inform,asian oriental
inform,indian food
request,whats the address
affirm,yes
request,whats the address
null,noise
reqalts,what about swedish
inform,i want to find a moderate priced restaurant that serves
thankyou,thank you good bye
request,can i have the address
request,phone number
request,what type of food is it
inform,moderate
inform,id like to find a restaurant serving french food
inform,scandinavian
inform,vietnamese
inform,asian
affirm,yes can i have a vegetarian restaurant in the east part of town
inform,im looking for an expensive restaurant in the east part of town
thankyou,thank you goodbye
thankyou,thank you good bye
request,whats the address
inform,i want a restaurant in the center part of town that serves traditional food
inform,i dont care
thankyou,thank you good bye
request,what is the post code
null,unintelligible
inform,any
reqalts,is there anything else
confirm,does it serve canapes
request,and what is the address
inform,north part of town
request,what is the address phone number and price range
inform,down town
request,um whats the phone number
null,inaudible
inform,thai food
inform,i dont care
inform,i dont care
inform,i dont care
inform,north part of town
request,phone number
affirm,yes
reqalts,how about gastropub type of food
request,may i know more about the area
affirm,right
inform,east
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
negate,no hungarian food
thankyou,thank you good bye
inform,romanian food
reqalts,how about indian food
inform,south
request,can i have the address
thankyou,thank you goodbye
inform,european food
inform,cheap restaurant
request,phone number
request,whats the phone number
inform,food
inform,dont care
request,and the post code
request,address
request,what kind of food
thankyou,thank you good bye
inform,west
inform,cheap
negate,no spanish food
inform,catalan
bye,okay cool thank you good bye
inform,indian
thankyou,thank you
inform,serving christmas food
inform,british
request,phone number
request,can i have the address
inform,im looking for a restaurant in the west part of town that serves
inform,i dont care
affirm,yes
inform,any area
request,what area
request,whats their address
reqalts,how about mediterranean food
null,breathing
reqalts,is there a restaurant that serves gastropub food
inform,expensive restaurant romanian food
thankyou,thank you goodbye
inform,a restaurant in the west part of town should serve crossover food
bye,okay bye
request,phone number
null,noise
thankyou,thank you good bye
inform,chinese
negate,breath no american food
inform,european
request,phone number
inform,cheap restaurant serving mediterranean food
thankyou,thank you good bye
inform,looking for a restaurant that serves turkish food
request,phone number
affirm,yes
request,address
request,phone
request,price range
inform,im looking for an expensive restaurant
request,what kind of food do they serve
thankyou,thank you good bye
inform,chinese
null,code
reqalts,how about chinese food
reqalts,how about asian oriental food
request,post code
reqalts,what about chinese food
inform,gastropub
inform,thai
null,noise
inform,expensive restaurant
inform,moderately priced restaurant
request,what is the phone number and addre
null,static
inform,chinese
thankyou,thank you good bye
reqalts,what about asian oriental
thankyou,thank you good bye
affirm,in the center yes
inform,cheap
inform,i dont know
inform,restaurant in the center serving persian food
null,cough
thankyou,thank you goodbye
inform,dont care
inform,okay im looking for a restaurant serving fre
request,price range
thankyou,thank you good bye
inform,the east part
request,whats its post code
reqalts,is there anything else
null,noise
inform,im looking for lebanese food
thankyou,thank you good bye
null,sil
confirm,is it in the center of town
bye,good bye
negate,no
inform,doesnt matter
inform,im looking for a restaurant in the south part of town that serves jamaican food
inform,moderately priced restaurant in north part of town
inform,portuguese
reqalts,is there anything else
thankyou,thank you good bye
bye,good bye
inform,i dont care about prices
inform,i want sea food
request,what is their phone number
inform,i want a cheap restaurant in the east part of town
reqalts,how about european food
inform,spanish food
thankyou,thank you good bye
inform,it doesnt matter to me
reqalts,what about in any area
inform,korean food
thankyou,thank you good bye
inform,center
request,price range
thankyou,thank you good bye
request,okay can i have the address
thankyou,thank you good bye
reqalts,what about indian food
inform,dont care
inform,okay can i have european food
inform,asian oriental
request,phone number
thankyou,thank you good bye
request,phone number
inform,danish
inform,spanish food
inform,gastropub
request,what is the phone number
request,address
affirm,yes
request,and can you tell me the post code
inform,looking for a cheap restaurant in the west part of town
reqalts,how about korean food
inform,im looking for a restaurant in the north part of town that serves french
inform,south
inform,indian
request,post code
request,type of food
reqalts,is there anything else
inform,moderate price range
inform,south
inform,breath id like a cheap restaurant in the north part of town
affirm,right
inform,spanish food
thankyou,thank you good bye
thankyou,thank you goodbye
request,whats its address
reqalts,is there anything else
reqalts,no there is no such venue how about portuguese type of food
inform,chinese food
request,what is the address
thankyou,breath thank you goodbye
inform,polynesia food
inform,id like a cheap restaurant in the south part of town
request,price range
inform,i dont care
reqalts,is there anything else
request,the area of the venue
inform,can i find a restaurant in the south that is moderately priced
inform,in the west part of town
request,phone number
inform,asian oriental food
affirm,yes
request,type of food
inform,im looking for a restaurant in the center part of town that serves european food
inform,turkish food
bye,good bye
request,whats the phone number
reqalts,how about indian food
reqalts,how about vietnamese food
request,phone number
affirm,yes
affirm,yes
inform,dont care
bye,good bye
inform,traditional food
inform,i dont care
request,whats the address
inform,looking for a moderately priced restaurant that serves cancun
reqalts,how about italian food
inform,any expensive
request,may i have the address and phone number
request,address
thankyou,thank you good bye
reqalts,how about british type food
thankyou,thank you good bye
hello,hi i want a restaurant
request,phone number
inform,any area
request,whats the phone number
inform,im looking for a cheap restaurant in the south part of town
null,prise me
request,can i get the address and phone number
negate,no
inform,fusion food
inform,i dont care
inform,british
thankyou,thank you good bye
inform,i dont care
inform,moderate
request,alright can i have the address
bye,you good bye
inform,system im looking for expensive restaurant
null,tv_noise
request,post code
inform,im looking for a moderately
inform,tuscan food
inform,east
request,what kind of food is that
request,what is the address
inform,cheap restaurant
inform,find a cheap restaurant
inform,i want to find a restaurant
request,whats the address
inform,serving modern european type of food
request,whats the phone number
inform,portuguese food
inform,i want to find a moderately priced restaurant in the east part of town
inform,cheap
request,could i have the address and phone number please
inform,expensive restaurant
inform,moderate
inform,restaurant south part of town english food
inform,chinese chinese
request,where is the area
request,may i have the address
reqalts,what about indian
request,address
inform,moderately priced
thankyou,thank you good bye
inform,vegitarian
request,phone number
inform,asian oriental
request,address
negate,no
inform,english please
affirm,yes
inform,you know thai thai food
affirm,yes indian food
request,can i get the address phone number and post code
request,an address
bye,good bye
inform,south
thankyou,okay thank you good bye
thankyou,noise thank you goodbye
affirm,uh yes can i find a cheap restaurant in the north part of town
inform,i dont care
inform,can i have a restaurant in the center with spanish food
thankyou,thank you good bye
null,unintelligible
affirm,right
inform,north
request,phone number
inform,um east part of town
inform,expensive expensive
request,can i have the address and post code
inform,persian restaurant in the north part of town
reqalts,what about indian food
inform,thai
thankyou,thank you good bye
inform,any area
request,what is the address and price range
inform,moderate
deny,no i dont want chinese i want thai food
thankyou,thank you good bye
request,may i have the phone number
request,whats the price range
inform,i would like international food please
inform,dont care
reqalts,is there anything else
inform,west part of town
thankyou,thank you good bye
inform,im looking for a restaurant that serves french food
request,okay give me address
thankyou,thank you good bye
inform,south noise
request,phone number
request,could i have the address
request,can i have the phone number address and price range
null,noise
inform,im looking for an expensive restaurant serving english food
negate,no
request,telephone number
null,unintelligible
inform,any kind of food
request,do you have the address
inform,cheap restaurant
request,whats the phone number
thankyou,thank you goodbye
affirm,ye
request,the address
inform,im looking for a restaurant in the east part of the town with indian asian food
negate,no
inform,italian food cheap restaurant
inform,im looking for a cheap restaurant in the north part of town
inform,im looking for a moderate priced restaurant in south part of
inform,im looking for a moderately priced restaurant that serves scottish food
inform,i dont care
inform,i dont care
request,price range
null,unintelligible
negate,no ah
thankyou,thank you good bye
inform,um moderate
request,what type of food
confirm,is there a thai restaurant
inform,chinese food please
thankyou,thank you good bye
inform,cheap
negate,no
inform,if there is no such venue how about thai type of food
thankyou,thank you good bye
request,what is the phone number and post code of the venue
inform,any type of food
thankyou,thank you good bye
null,sil
thankyou,thank you good bye
inform,i want cuban food
request,type of food
request,and the address
inform,expensive
inform,moderate please
inform,i dont care
inform,west
thankyou,thank you good bye
thankyou,thank you
inform,any area
inform,moderate
request,can i have the address
reqalts,how about asian oriental
inform,im looking for a restaurant in the north part of town
inform,moderate
thankyou,thank you good bye
inform,north
inform,barbecue food
request,phone number
null,im
inform,east
request,okay and what area is that
inform,im looking for a cheap restaurant in the west part of town
inform,south
request,what food is in the west part of town
request,the address
null,fen ditton
request,whats the phone number
request,whats the address
request,the address
reqalts,how about korean food
inform,im looking for modern european food
affirm,yes can i get an expensive restaurant in the south part of town
affirm,yes can i have
request,what is the phone number
request,what type of food do they serve
inform,west
inform,american
request,can i have the phone number
null,breathing
inform,any
affirm,right
restart,okay start over
affirm,yea
inform,east
inform,uh it doesnt matter
inform,cheap restaurant uh italian food
request,address and phone number
request,what is the phone number of that venue
request,can i have the address
request,okay can i get the address
inform,dont care
request,post code
thankyou,thank you goodbye
request,phone number
request,how about the address
inform,any
inform,african
request,what is the addre
inform,south
null,sil
inform,breath i would like port portuguese food
reqalts,how about vietnamese food
reqalts,how about thai food
thankyou,thank you good bye
request,uh can i get the post code and phone number
thankyou,thank you
inform,japanese
inform,i dont care
null,noise
inform,indian food
thankyou,thank you good bye
inform,find me a turkish restaurant
inform,doesnt matter
inform,european food
inform,eritrean food
request,address
null,unintelligible
null,viet
request,phone number
request,whats the address
reqalts,is there anything else
thankyou,thank you good bye
inform,cheap restaurant
inform,lebanse
inform,uh korean food
request,and the phone number
request,address
inform,turkish food
inform,i dont care
thankyou,great thank you good bye
request,can i have the phone number and price range
inform,modern european
thankyou,thank you good bye
thankyou,thank you
request,price range
affirm,yes
inform,east part
request,could i have its phone number
inform,south
inform,indian food
request,whats its phone number
inform,moderate
request,can i have the phone number
inform,scottish food
inform,looking for a cheap restaurant east part of town
inform,im looking for polish food
inform,um i dont care i just want traditional food
request,can i have the phone number
inform,british
inform,i dont care
request,can i have the address
reqalts,how european food
inform,american
inform,i dont care about the price range
null,how about unintelligible
inform,im looking for a restaurant in the north part of town serving lebanese food
request,what is a phone number
request,phone number
inform,looking for a moderately priced restaurant in the west part of town
null,sil
thankyou,thank you good bye
inform,expensive
reqalts,how about european food
inform,i need a moderately priced restaurant in the south part of town
request,what is the phone number
thankyou,thank you good bye
request,whats the address
request,and the telephone number
null,cough
inform,european restaurant
inform,moderate price range
request,and what type of food do they serve at pizza hutt
null,cough
inform,i dont care
thankyou,thank you good bye
affirm,yes
thankyou,thank you good bye
inform,asian oriental food
inform,indonesian
reqalts,what about british food
affirm,yes
inform,im looking for um
affirm,yes
request,address phone number post code
null,noise
thankyou,thank you good bye
affirm,yes west part of town
bye,good bye
request,postcode
inform,im looking for a european restaurant in center area
inform,south
inform,east
thankyou,thank you good bye
request,can i get the address
request,what area is that
inform,cheap
request,address
thankyou,thank you good bye
reqalts,how about asian oriental
inform,mediterranean
affirm,yes
request,what is the address
thankyou,thank you good bye
request,address
request,type of food do they serve
inform,any part of town
thankyou,okay thank you
inform,south
reqalts,is there anything else
null,and whats the postal code
request,type of food
request,phone number
inform,i dont care
request,what is the address
affirm,yes
inform,chinese food
inform,korean
request,whats the address
inform,im looking for a korean restaurant in the expensive price range
request,what is the phone number and address
request,what is the price range
request,what is the post code
thankyou,okay thank you good bye
request,and the address
inform,i want to find a moderately
inform,im looking for a cheap restaurant in the north part of town
request,phone number
inform,expensive
inform,international food
inform,im looking for a moderately priced restaurant in the north part of town
null,noise
inform,food
inform,jamcian food
negate,no center
thankyou,thank you good bye
thankyou,thank you good bye
inform,any price range
inform,can i get swedish food
thankyou,thank you good bye
request,and the phone number
request,um whats the phone number
inform,irish food
thankyou,thank you good bye
inform,cheap
affirm,yes
request,whats the address
request,what is the address
inform,spanish food
inform,im looking for an expensive restaurant in the south part of town
thankyou,thank you
inform,european type food
request,breath price range
reqalts,is there anything else
affirm,yes
reqalts,anything else
request,what is the address
thankyou,thank you good bye
affirm,yes
inform,any
inform,moderately priced
negate,no
null,unintelligible
request,okay whats the post code
reqalts,are there any other expensive restaurants in the east part of town
inform,any area
request,address
affirm,yes
inform,moderate restaurant catalan food
thankyou,thank you good bye
inform,i dont care
inform,cheap restaurant in the north part of town
request,address
request,phone number
inform,cheap restaurant in th east part of town
thankyou,thank you goodbye
inform,spanish
request,address
inform,im looking for a moderately priced restaurant in the west part of town
inform,id like a restaurant that serves australian asian food
request,whats the post code
inform,restaurant in north part of town
thankyou,thank you
inform,well what about chinese food
request,address
negate,no is there anything else
inform,thai food
request,whats the price range
thankyou,thank you good bye
inform,prezzo
inform,east
inform,moderately priced restaurant
request,what is the address
inform,in the west part of town in the cheap price range
thankyou,thank you good bye
hello,hello
request,post code
thankyou,thank you goodbye
request,address
null,sil
thankyou,thank you good bye
inform,basque food
thankyou,thank you goodbye
inform,west part of town
inform,um gastropub food
inform,turkish restaurant in the center of town
request,what is the address
inform,east
inform,im looking for an expensive restaurant in the east part of town
inform,south of the town
deny,not european fusion
request,whats the price range
inform,chineese
thankyou,thank you good bye
request,could i have the phone number and address please
inform,gastropub
reqalts,how about a castro pub type of food
request,what is the post code
request,address
request,address
inform,i want thai food
affirm,yes
reqalts,is there anything else
reqalts,next
request,whats the address
request,address
inform,i want a modern european restaurant
bye,good bye
inform,bistro food
reqalts,how about international food
null,are there any
null,sil
reqalts,is there anything else
inform,christmas food
inform,im looking for a restaurant in the east part of town serving australian
inform,im looking for a moderately priced restaurant in the south part of town
null,sil
thankyou,thank you bye
negate,no
request,what is the phone number and address
inform,african
thankyou,thank you good bye
inform,expensive food in the south of town
inform,portuguese
request,address
reqalts,anything else
inform,south
inform,east
thankyou,thank you good bye
thankyou,good bye thank you
inform,uh spanish food
request,what is the address
inform,moderately priced restaurant serves french food
request,phone number
thankyou,thank you good bye
request,what is the address
inform,french food
thankyou,thank you good bye
inform,cheap
request,what is the address and phone number
restart,oh jesus christ start over
thankyou,thank you good bye
inform,im looking for an expensive restaurant serving portuguese foo
thankyou,thank you good bye
request,phone number
affirm,yes cheap
confirm,does it serve kosher food
inform,the south side
reqalts,what about french food
request,what is the price range
inform,indian
request,uh i want to know the address and phone number
affirm,yes im looking for a restaurant in the north part of town
reqalts,anything else
reqalts,is there anything else
inform,food
request,and the phone number
inform,austrian food
inform,any
null,that serves unintelligible
inform,it doesnt matter
inform,spanish
inform,korean
inform,i dont care
request,what is the phone number
inform,im looking for moderately priced restaurant in the north part of town
inform,cantonese
inform,moderately priced restaurant
null,um
thankyou,thank you good bye
request,address and phone number
request,can i have the address and the
inform,a cheap restaurant east part of town
reqalts,how about indian type food
request,the area
inform,spanish
request,and the phone number
inform,spanish food
request,what is the phone number
null,sil
inform,the south part of town
request,what is the phone number
request,address
request,what is the address and phone number
negate,no
reqalts,how about italian
inform,the west part of town
request,address
request,whats its number
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the east part of
thankyou,thank you good bye
reqalts,i dont want that give me another spanish choice
reqalts,how about indian food
inform,spanish
request,address and post code
inform,italian food
thankyou,thank you good bye
confirm,is it moderately priced
inform,south
inform,im looking for an italian restaurant in the east part of town
request,what is the address
affirm,yes
request,what is the phone number
request,address
inform,moderately priced
request,whats the address
reqalts,what about international food
inform,seafood
thankyou,thank you good bye
request,may i have the phone number
reqalts,anything else
inform,i would like to find an expensive restaurant serving
inform,any
inform,unusual food
reqalts,anything else
thankyou,thank you goodbye
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
request,address
inform,european food
inform,south
negate,no
inform,a cheap restaurant and it should be in the west part of town
null,sil
affirm,yea
inform,id like an expensive restaurant that serves mediteranean food
request,okay can i have the phone number and address
thankyou,thank you good bye
inform,italian food
negate,no any area
inform,moderately priced
negate,no african
inform,i would like an expensive asian food restaurant
reqalts,okay what about another restaurant
request,phone number
inform,malyasian
thankyou,thank you good bye
inform,i dont care
thankyou,okay thank you good bye
reqalts,okay how about any area
inform,asian oriental
reqalts,how about modern european
reqalts,what about indian
inform,any kind
request,can i have the address
inform,south
inform,it should be in the north part of town
inform,i want to find a restaurant that serves vietnamese
inform,moderately priced danish food
inform,it doesnt matter
inform,seafood
inform,north
inform,eritrean food noise
bye,goodbye
null,unintelligible
request,phone number
inform,i dont care
negate,no a cheap restaurant
negate,no
inform,moderately
inform,in the east part of town
request,what is the price range
request,may i have the phone number
inform,im looking for moderately priced restaurant in the south part of town
affirm,yes
inform,moderately priced restaurant in east part
thankyou,thank you good bye
null,and
inform,east
thankyou,thank you good bye
reqalts,how about turkish food
inform,im looking for a restaurant serving romanian food
bye,bye
request,what is the address
inform,center
request,whats the phone number
inform,european type food
null,noise
inform,west
null,sil
request,whats the address
bye,okay good bye
inform,i am looking for a moderately priced restaurant that serves turkish food
inform,i want to find a moderately priced restaurant that serves fusion food
thankyou,thank you good bye
request,what is their phone number
thankyou,thank you good bye
request,address
inform,looking for a restaurant that serves corsica food in any area
thankyou,thank you good bye
