text,label
i want to find an expensive restaurant that serves korean food,inform
i need a restaurant in the center of town,inform
uh im looking for a moderately priced restaurant,inform
im looking for air tran food in the south part of town,inform
um im looking for a cheap restaurant,inform
unintelligible,null
does it serve vietnamese food,confirm
im looking for a cheap restaurant with spanish food,inform
any kind in the east part of town,inform
hi i need a restaurant in any area,hello
id like an expensive restaurant,inform
im looking a restaurant in the east part of town,inform
could i get the address please,request
what else is there,reqalts
looking for a cheap restaurant,inform
finished,null
is it moderate priced,confirm
id like to find an expensive restaurant,inform
im looking for a restaurant in the west part of town serving korean,inform
yes cheap,affirm
i would like some danish food,inform
how bout italian foo,inform
looking for a moderately priced restaurant in the east,inform
i want to find a restaurant in the center that serves lebanese food,inform
type of food does it serve,request
a restaurant south part of town,inform
i need an address,request
looking for a restaurant in the west part of town that serves bistro food,inform
european restaurant,inform
yes id like an expensive restaurant in the east part of town,affirm
looking for moderately priced restaurant that serves creative food,inform
okay cool uh good bye thank you,thankyou
i need a special restaurant serving christmas food,request
uh cheap restaurant,inform
im looking for a moderately,inform
thank you and whats the address,request
is there mediterranean food,inform
hi im looking for a restaurant that serves lebanese food,hello
uh i need one in the cheap price range,inform
a want a cheap restaurant in the north part of town,inform
im looking for a cheap restaurant in the south of town,inform
how about uh,null
expensive thai food,inform
im looking for a moderate priced restaurant that serves indian food,inform
im looking for a moderately priced restaurant that serves asian,inform
could i have the address phone number and,request
im looking for a restaurant cheap restaurant serving romanian food,inform
how about indian type of food,reqalts
expensive restaurant serving caribbean food,inform
im looking for an expensive restaurant serving english food,inform
restaurant west,inform
okay what was the name,request
an an expensive restaurant,inform
im looking for a restaurant in any area that serves austrian food,inform
korean food moderate price,inform
yes cheap restaurant,affirm
hi noise,hello
okay thank you and goodbye,thankyou
yes and i dont care about the price range,affirm
find something in the north part,inform
south part of town please,inform
how about international food in any price range,reqalts
is there one that serves asian oriental food,inform
on north,inform
uh what about indian,reqalts
i want french food,inform
what is the address and price range,request
i would like to find a moderately priced restaurant and it should,inform
im looking for moderately priced restaurant serving austrian food,inform
im looking for a moderately priced,inform
uh whats the phone number and post code,request
okay can i have the phone number,request
yea im looking for an expensive,inform
cheap food,inform
how bout any price range,reqalts
that food tv_noise,inform
no thats good because i want um asian oriental,negate
in the inner south,inform
uh do you have any korean food,inform
okay and uh whats the address,request
im looking for irish food in any price range,inform
i want a restaurant in the we,inform
what about asian oriental,reqalts
no im looking for an expensive restaurant in the east part of town,negate
does it serve canapes food,confirm
in the west of town,inform
expensive mexican,inform
okay could you give me the address,request
moderately priced restaurant serves french food,inform
i want a restaurant in the north part of town that serves swiss food,inform
could i have their address and phone number please,request
could i have the phone number and type of venue,request
moderately priced any foo,inform
moderate price range please,inform
what part of town are they in,request
a restaurant in the center that serves mediterranean food,inform
i want to find international food,inform
afghan food,inform
moderate priced restaurant that serves spanish food,inform
i want to find a moderately priced restaurant in the west part town,inform
i know mia,null
im looking for a restaurant that serves mediterranean,inform
looking for hungarian food in the north side of town,inform
okay international food,inform
hi im looking for a restaurant in the,hello
no vietnamese,negate
address phone number and type of venue,request
im looking for chinese food,inform
it doesnt matter hungarian food,inform
noise i want to find a restaurant that serve french food,inform
noise okay,null
moderately priced restaurant that serves creative food,inform
yes id like a moderately priced restaurant,affirm
cheap portugeuse,inform
uh that serves catalan food,inform
no steak house,negate
the centre,inform
i dont care about the price range what is the address,inform
looking for a cheap spanish restaurant,inform
i need a restaurant in the east part of town that serves canape food,inform
im looking for a restaurant in the east part of town thats expensive,inform
i am looking for a restaurant in the east part of town,inform
asian food,inform
whats the price range please,request
and it should be in the west part of town,inform
i want a restaurant in any area that serves vietnamese food,inform
im looking for an expensive restaurant,inform
uh scandinavian food,inform
okay and thank you and good bye,thankyou
gastro,inform
romanian food in the center,inform
im looking for a restaurant in north part of town serving austrian food,inform
im looking for a restaurant in the,inform
how about uh gastropub,reqalts
im looking for a moroccan restaurant in the center of town,inform
i would like to know the phone number,request
okay do you have any restaurant that serves italian food,reqalts
im looking for asian oriental type food,inform
i would like an expensive restaurant,inform
thank you good bye thank you good bye,bye
okay how about italian food,reqalts
and can i have the phone number,request
nothing,null
im looking for spanish food,inform
looking for portuguese food in the south part of town,inform
i,null
id like to find,null
is there a restaurant in the north part of town that serves unusual food,reqalts
australian,inform
im looking for a restaurant in the east part of town that serves hungarian food,inform
help me decide what venues are available in the west part of town serving any ty,inform
in the center part of,inform
im looking for a moderate priced restaurant in the east part of town,inform
uh african food,inform
im looking for a restaurant in the east part of town that serves chinese food,inform
are there any restaurants in the south part of town that are expensive,reqalts
north american type food,inform
okay just regular ecuadorean food,null
im looking for a restaurant in the east part of town,inform
whats the address phone number,request
can i have the post code please,request
i need a restaurant in the east part of town that serves world food,inform
okay what was the first one,null
im looking for a japanese restaurant in the east part,inform
may i have the address phone,request
and what about the phone number,request
i would like a restaurant,inform
whats the price range,request
in the east of town,inform
can i have a lebanese restaurant,inform
im looking for polish food,inform
looking for a restaurant in the south part of town serving,inform
and the post code please,request
serving christmas food,inform
i would like to find a restaurant in any area serving international food,inform
are there any others,reqalts
any moderately,inform
turkish food any price range,inform
thatll do dear whats the address of that venue,ack
im looking for a cheap restaurant that serves,inform
yes im looking for english food,affirm
the south,inform
i want a restaurant in the center of town that serves vinesha,inform
and whats the phone number there,request
i would like to find a moderately priced restaurant in the north part of town please,inform
breath okay how about thai food,ack
an area,request
i would like to find a cheap restaurant and it should be in the south,inform
phone number and food,request
can i find an expensive russian food restaurant,inform
alright do you have the phone number for that one,request
and can,null
i need a restaurant that serves thai food,inform
can i have a caribbean food,inform
im looking for a restaurant that serves unintelligible food,inform
yes i am currently in the north part of town and im looking to see if theres any restaurant that serves brazilian food,affirm
im looking for fusion food,inform
awesome thanks good bye,bye
i want to find the address,request
looking for moderately priced restaurant in the north part of town,inform
looking for a moderately priced restaurant,inform
im looking for a restaurant in any area that serves north american type,inform
im looking for a cheap restaurant serving mediterranean food,inform
there any other,reqalts
okay and um thank you and good bye,bye
moderately priced restaurant serving international food,inform
what is,null
is there a restaurant in the center of town serving,inform
um italian,inform
thank you what is the phone number,request
that serves indian food,inform
im looking for an expensive restaurant in a,inform
im looking for,inform
i want to find a restaurant in the centre that serves thai food,inform
im looking for an expensive restaurant and it should be served international food,inform
in the area,request
a cheap restaurant serving caribbean food,inform
postcode,request
im looking for a cheap vietnamese restaurant,inform
could i have a restaurant that serves european food,inform
i would like to find an expensive restaurant in the south part of town,inform
im looking for a restaurant in the north part of town that serves traditional food,inform
looking for a restaurant in the center of town that sells french,inform
can i find a restaurant that serves international food,inform
how about the post code,request
i want to find a expensive restaurant and it should serve english food,inform
a restaurant that serves,inform
and at the gastropub,inform
im looking for a restaurant that serves afghan food,inform
breath yes id like a moderately priced restaurant that serves thai food,affirm
how about spanish types of food,reqalts
im looking for a restaurant in the east part of town that serves indian food,inform
veitnamese,inform
ok if there is no restaurant serving indonesian food how about a restaurant serving chinese food,reqalts
find irish food,inform
romanian food,inform
looking for an expensive restaurant in the south part of town,inform
world food any price range,inform
thanks goodbye,thankyou
id like a restaurant that serves asian food,inform
can i have a restaurant in the south part of town,inform
noise is there anything else,reqalts
how about a restaurant that serves french food,reqalts
i need to find an expensive restaurant in the south part of town,inform
yes west part of town,affirm
expensive european food,inform
im looking for a moderately priced restaurant in the south,inform
indian,inform
ok talian food,inform
um do you have anything else,reqalts
british food in the west part of town,inform
moderately priced restaurant that serves indian food,inform
is there an asian oriental restaurant in the north part of town,inform
is there a jamaican restaurant,confirm
what type food,inform
uh yes im looking for a restaurant in any area that serves thai food,affirm
yeah im in the west part of town and im looking for some vietnamese,affirm
can i get the address phone number and post code please,request
can i get a restaurant with vegetarian food,inform
serving asian oriental,inform
im looking for a moderately priced restaurant in the north,inform
restaurant in the north part of town,inform
i would like a moderately priced restaurant in the west part of town,inform
what about turkish,inform
uh is there a steak house,inform
im looking for a moderately priced restaurant that serves vietnamese food,inform
noise,null
the address phone number and post code,request
what about gastropub food,reqalts
id like a moderately priced restaurant in the west part of town,inform
im looking for an moderately restaurant and it should be in the south part of town,inform
the area,request
hello im looking for a cheap restaurant in the west part of town,hello
uh yes i want to find a restaurant in the north part of town that serves,affirm
ok i would like to find a restaurant that serves italian food,inform
west of town,inform
uh north side of town german food,inform
indonesian food east part of town,inform
whats the phone number again,request
im looking for a restaurant in the east part of town that serves chinese,inform
what area is it,request
im looking for a cheap restaurant in the north,inform
address and phone number,request
im looking for a moderately priced restaurant that serves european food,inform
breath i dont care noise,inform
i want cantonese food,inform
okay im looking for an expensive restaurant,inform
i am looking for a moderate priced restaurant,inform
looking for an expensive restaurant in the east part of town,inform
okay and the phone number,request
i am looking for a cheap restaurant in the west part of town,inform
how about a gastropub restaurant,reqalts
how about a restaurant that serves international food,reqalts
belgian food,inform
im looking for north american food,inform
and what kind of food does the venue ser,request
another please,reqalts
north town,inform
offer you the phone number and address,request
i dont care about the price range what about thai food,inform
that serves japanese food,inform
uh medium,inform
chinese food please,inform
i want to find an expensive restaurant that serves unusual food,inform
i would like steakhouse food,inform
looking for a moderately priced restaurant that serves tuscan food,inform
im looking for an expensive restaurant serving french food,inform
im looking for vegetarian food,inform
international type food,inform
spanish spanish food spanish,inform
uh okay thank you good bye,thankyou
for an expensive restaurant in the east part of town,inform
what type of food does the venue serve,request
im looking for a restaurant in the center of town that serves romanian food,inform
i dont care but i want it to be in the east part of town,inform
french,inform
how about spanish food,reqalts
turkish restaurant,inform
great day unintelligible,ack
there korean food,inform
how about british type food,reqalts
find restaurant,inform
north north part of town,inform
looking for a restaurant in the north part of town serving bra,inform
how about modern european type of food,reqalts
how about indian food,reqalts
hi i would like an expensive restaurant in the east part,hello
i want to find a moderately priced restaurant and it should be in the west part of town,inform
thank you goodbye noise thank you goodbye,thankyou
what is the phone number of that venue,request
anywhere,inform
yes can i have restaurants serving,affirm
probably an address,request
and is this a moderately priced restaurant,confirm
creative food,inform
id like a,null
uh yes,affirm
what about portuguese food,reqalts
nandos restaurant type of food,request
a phone number please,request
um hm,null
does it serve chinese type of food,confirm
how about a different restaurant,reqalts
how about asian,reqalts
serving turkish food,inform
doesnt matter,inform
im looking for a restaurant that serves chinese food,inform
cant,null
expensive food in the south of town,inform
what about expensive food,inform
uh thank you and goodbye,thankyou
uh i want to find,null
okay and what about spanish,reqalts
any price range noise,inform
any where,inform
um anything else please,inform
uh south part of town,inform
i want something that serves lebanese food,inform
catalan food north part of town,inform
find moderately priced brazilian restaurant,inform
breath no unusual food,negate
i want a french restaurant that serves expensive food,inform
im looking for a restaurant in the south part of town serving portuguese,inform
thank you what is the address and phone number,request
what about international food,reqalts
tv_noise im looking for a restaurant in the moderately pri,inform
id like an expensive restaurant that serves mediteranean food,inform
ah yes im looking for persian food and i dont care about the pri,affirm
yes in the east part of town,affirm
expensive french restaurant,inform
spanish food in any area,inform
how about a turkish restaurant,reqalts
the south part of,inform
can i have the address and the postcode,request
tuscan,inform
hi im looking for cuban food,hello
can i have the address and phone,request
can i have the type of food,request
im looking for a restaurant in the west part of town that serves jamaican food,inform
uh what about modern european,inform
id like a restaurant in the east part of town,inform
goodbye,bye
yes and it needs to be moderately priced,affirm
uh doesnt matter expensive,inform
i want,null
im looking for a restaurant in the north part of town that serves caribbean food,inform
a cheap restaurant in the west part of town,inform
yes in the west part of town,affirm
im looking for a turkish food restaurant,inform
what is what area is it in,request
noise cheap restaurant,inform
is there any,null
okay give me another option,reqalts
thank you good b,thankyou
does it serve african,confirm
whats their address,request
im looking for traditional food,inform
no thai food,negate
moderate restaurant in the south part of town,inform
im looking for a restaurant in the east part of town that serves world food,inform
yeah im looking for a restaurant in the south part of town that serves international food,affirm
welsh food in the north part of town,inform
world,inform
i want to find a restaurant in the west part of town that serves english food,inform
breath i want a cheap restaura,inform
im looking for a restaurant that serves welsh food,inform
vietnamese food,inform
s e a f o o d,inform
okay moderate price range gastropub,inform
im looking for a expensive restaurant,inform
in the west part of town in the cheap price range,inform
i want to find a cheap restaurant and it should be in the east part of town,inform
the address please,request
im looking for a cheap restaurant and it should be in the north part of town,inform
moderate restaurant south part of town,inform
i want a jamaican food restaurant in the center part of town,inform
alright gastropub food,inform
id like an expensive restaurant that serves fusion food,inform
hello and welcome,hello
i need a persian restaurant in the south part of town,inform
post the phone number,request
other,reqalts
have a good,ack
dont care want afghan food afghan food afghan,inform
i want to know the address and phone number,request
im looking for moderately priced restaurant in the north part,inform
okay what is the phone number and area of the venue,request
can i find something in the west part of town,inform
how about the center area,reqalts
im looking for kitalian food in an expensive res,inform
may i have the address and price range,request
i am looking for a restaurant in the west part of town,inform
cheap gastropub,inform
right in the south side of town though,affirm
can i have the address phone number and the type of food,request
chinese food,inform
chinese restaurant,inform
i need a cuban restaurant that is moderately priced,inform
serving mediterranean food,inform
phone number and post code,request
serves lebanese food,inform
a cheap restaurant in the east part of town,inform
the east part of town,inform
not chinese food thai food,inform
i want to find a restaurant in the south part of town that serves in,inform
would you like something,null
uh restaurant in the west part of town with scottish food,inform
unintelligible yeah what about thai food,affirm
moderat,inform
chinese food east part of town,inform
im looking for a moderately priced rest,inform
uh afghan food,inform
im looking in the south of the town,inform
i need lebanese food in the east,inform
in an expensive restaurant,inform
what about vietnamese,inform
cheap restaurant serving indian food,inform
thank you bye,thankyou
um world food,inform
uh yes im looking for a belgian restaurant in new york city,affirm
is there not a mexican restaurant near by,inform
and their address,request
eritrean food in the east part of town,inform
um hi i want to find a restaurant in the town center that serves,hello
what is available,reqalts
7:30,null
in the east part,inform
no indian food,negate
hi im looking for a restaurant with japanese food,hello
whats the address again,request
what else do you have,reqalts
a restaurant in the east part of town that serves caribbean food,inform
what is the address phone number and price range,request
restaurant in the center serving persian food,inform
im looking for an expensive restaurant in the south part of town,inform
may i have the address and phone number and post code,request
is there a indian restaurant in the south part of town,confirm
where is it lcoated,request
breath no american food,negate
im looking for something in the west side,inform
tuscan food south part of town,inform
the west part of town,inform
in the center part of town,inform
would like expensive,inform
can i get the address phone number and price range,request
and whats the postcode,request
ah what have you got for thai food,inform
i need thai food,inform
yea im looking for some spanish food,inform
whats the phone number for that place,request
how about european type food,reqalts
okay ah wha whats the address,request
im looking for a restaurant that serves singaporean food,inform
um what about european,reqalts
ok is there any restaurant that serves chinese food in the east part of town,reqalts
does it serve steakhouse food,confirm
south bart,inform
stop it,bye
pub,inform
system saying hello welcome,null
can you change romanian food to something else,deny
i want a moderately priced,inform
swedish food,inform
how about canape food,reqalts
im looking for bistro food in the center of town,inform
i want a malaysian restaurant,inform
looking for a singaporean restaurant in the center,inform
hi i want to serve a cheap restaurant that serves traditional food,hello
whats the phone number and price range,request
okay thank you good bye,thankyou
i need asian how bout asian food,inform
signaporian,inform
cool give me that phone number,request
and the address,request
im looking for a restaurant in the south part of town it should serve jamaican food,inform
how about a restaurant in the west part of town that serves vietnamese,reqalts
may i have the phone number and post code please,request
im looking for a moderately priced restaurant that serves greek foo,inform
im looking for a restaurant in the center of town,inform
im looking for a eritrean restaurant,inform
about portuguese,inform
what is their address and price range,request
im looking for a restaurant in any area that serves polynesian food,inform
find a moderately priced restaurant that serves bask food,inform
thank you goodbye noise,thankyou
european food,inform
no there is no such venue how about portuguese food,negate
im looking for a hungarian restaurant,inform
i need a restaurant that serves asian oriental food,inform
im looking for indian food in the east part of town,inform
portugeuse,inform
could i have the address and phone number please,request
how about canapes,reqalts
a restaurant in the east part of town serving indian food,inform
can i have an address and phone number,request
no how about vietnamese,negate
prezzo,inform
i need a restaurant serving crossover food in the west part of town,inform
what is the address and phone and postal code,request
i would like afghan food,inform
african,inform
expensive restaurant east part of town,inform
im looking for international food,inform
oh i dont care,inform
irish food in the south part of town,inform
spensive,inform
what kind of food is there,request
curry prince address and phone number,request
what about chineese,reqalts
and price range,request
european type food,inform
cheap spanish restaurant,inform
looking for something with gastropub on the east side of town,inform
im looking for belgian food,inform
could i have the phone number and type of food,request
a restaurant that serves scandinavian food,inform
im looking for a restaurant serving european food,inform
spanish restaurant,inform
i need a restaurant that serves,inform
dont care moderate,inform
im looking for a restaurant in the east part of town serving pan asian food,inform
i want a restaurant in the west part of town serving australian food,inform
im looking for an expensive restaurant that serves turkish food,inform
i want to find an expensive restaurant in the east part of t,inform
a cheap restaurant in the north part of town,inform
what about international,reqalts
center of town,inform
area of the food of the venue,request
im looking for a restaurant serving romanian food,inform
moderate ly,inform
a restaurant that serves creative food,inform
give me a different restaurant,reqalts
brazillian,inform
i am looking for asian oriental type food,inform
okay do you have their phone number,request
whats your address,request
uh id like a cheap restaurant in the,inform
im looking for a portuguese restaurant,inform
anything else,reqalts
is it in the center of town,confirm
chinese food north part of town,inform
i would like to find a restaurant in the west part of town,inform
uh any area,inform
what about modern european type food,inform
yes can i get an expensive restaurant in the south part of town,affirm
what about spanish,reqalts
um can i get the address,request
i want to find a cheap restaurant,inform
im looking for a restaurant in the west part of town and it should be cheap,inform
hello darling im looking for a restaurant in the north part of town,hello
tasty then whats the phone number,request
id like to find a restaurant that serves korean food,inform
uh dont care but can it be vegetarian food,inform
cheap mexican food,inform
and the,null
im looking for a restaurant in the south part of town that serves greek food,inform
oh is there anything else,reqalts
what is the address,request
talking whats the address,request
uh turkish,inform
what about chinese in the south part of town,reqalts
im looking for a moderately priced restaurant that serves,inform
im looking for an indian restaurant in the north part of town,inform
basque,inform
what the phone number,request
moderate please,inform
expensive restaurant it should serve persian food,inform
german food,inform
it doesnt matter to me,inform
i want a restaurant in the moderate price range,inform
restauarant south part of town vanessa food,inform
is there any restaurant,reqalts
what about british food,reqalts
what is the phone number and price range,request
i need cant,null
is there a restaurant that serves vietnamese food,reqalts
okay how about french,reqalts
how about international food,reqalts
is it expensive,confirm
expensive restaurant scottish food,inform
south south,inform
can i have the address phone number,request
halal,inform
what are the price ranges available,request
east part of town i need an expensive restaurant,inform
may i have vietnamese food,inform
yes id like hungarian food in the south part of town,affirm
where is the area,request
can i have the phone nu,request
what about a moderately priced restaurant,reqalts
okay give me the first,ack
i need a cheap restaurant that serves christmas food,inform
i want swiss food,inform
belgium food,inform
it doesnt matter salad,inform
where are they located,request
ah im looking for a restaurant in the center serving french food,inform
could you get me the phone number,request
cough,null
what about kosher food,inform
no moderately priced,negate
are there any restaurant serving corsica food,reqalts
inexpensive,inform
dont care dont care dont care,inform
whats the phone number for hotel dubai,request
could i have a restaurant in the center,inform
that serves turkish food,inform
anything,inform
test food,inform
vegitarian,inform
im looking for a spanish restaurant,inform
is there another alternative,reqalts
is there any restaurant serving asian oriental food,reqalts
uh yes id like an expensive restaurant that serves vegetarian food,affirm
its a type of food,request
looking for a restaurant in the south part of town that serves persian,inform
korean restaurant,inform
what type of food is,request
i want to find a restaurant in the north part of town that serves italian food,inform
um english,inform
im looking for a restaurant in the cheap price range that serves asian oriental food,inform
moderately priced west of town,inform
im looking for asian oriental,inform
i am looking for an expensive restaurant,inform
im looking for a restaurant in the south part of town serving jamaican food,inform
may i have the phone number,request
in the south,inform
im looking for a restaurant in the center of town that serves lebanese food,inform
i want a cheap restaurant,inform
uh what about portuguese food,reqalts
cheap restaurant portuguese,inform
um,null
im looking for a restaurant in the west part of town serving,inform
can i find something in the south side,inform
oh jesus christ start over,restart
modereate,inform
uh yes can i get a moderate moderately priced restaurant in the west part of town,affirm
uh anywhere,inform
im looking for a cheap restaurant that serves belgian food,inform
could i have a restaurant that serves asian oriental food,inform
unintelligible part of town cheap restaurant,inform
im looking for restaurant in the south part of town that serves english food,inform
and what type of food do they serve,request
an expensive restaurant,inform
address,request
korean,inform
yes spanish food,affirm
okay uh how bout british food,inform
tell me the post code,request
um east part,inform
yes could i have,affirm
moderate priced,inform
what about bistro food,reqalts
polynesian food,inform
missing sock,inform
restaurant south,inform
bistro,inform
um what about italian food,reqalts
australian food center part of town,inform
south area,inform
thats correct,affirm
how about modern european,reqalts
can i have its post code,request
okay is there a chinese restaurant in the north part of town,confirm
no any area,negate
i want to find a expensive restaurant in the south part of town,inform
what is their phone number,request
try calling again in one minuet,repeat
okay may i have the address and phone number,request
what is the phone number and area,request
sea,null
no im looking for a moderately priced restaurant that serves kosher food,negate
change that to any price range,inform
north part of town fast food,inform
im loooking for a restaurant serving vietnamese type of food,inform
what is the,null
what is there anything else,reqalts
no im looking for a cheap price range in the east part of town,negate
no caribbean,negate
i would like a cheap restaurant in the north part of town,inform
i would like to find a restaurant,inform
im looking for asian oriental food,inform
moderate restaurant north part of town,inform
im looking for a moderately priced in the south,inform
how about in the center,reqalts
italian food in the south part of town,inform
uh yes can i find a cheap restaurant in the north part of town,affirm
goodbye thank you,thankyou
what is available in the ar,null
im looking for a restaurant in the east part of town that serves traditional food,inform
go back,repeat
i dont care what part of town,inform
could you give me a address,request
um yes,affirm
what about italian food,reqalts
how about the center of town,reqalts
id like a cheap restaurant in the south part of town,inform
i am looking for a singaporean restaurant in the north part of town,inform
theres no such venue unintelligible indian type of food,inform
crossover food,inform
i dont want that give me another spanish choice,reqalts
im looking for an expensive restaurant that serves basque food,inform
im looking for a restaurant serving asian oriental food,inform
um can i get the address and phone number,request
in the center part of town french food,inform
i need a restaurant in the center of town that serves spanish food,inform
eirtrean,inform
tv_noise im looking for tuscan food,inform
in the south part of town,inform
that serves viet,null
what is the phone number and post code,request
what is its phone number,request
right in the south part of town,affirm
c h e a p cheap,inform
down town,inform
what about spanish food,reqalts
im looking for a moderately priced restaurant and it should serve british,inform
i need a restaurant serving turkish food,inform
what type of food does the venue,request
chinese chinese,inform
okay i need the phone number and address,request
yea you can give me the address,affirm
whats the phone number,request
im looking for a restaurant in the north part of town and it should serve cata,inform
im looking for a restaurant in the south part of town and danish food,inform
with scottish food,inform
unintelligible irish food,inform
modern european food,inform
and what is their phone number,request
uh address and price range,request
kay thank you goodbye,thankyou
dont care expensive,inform
im looking at a cheap restaurant and it should be,inform
no im looking for a unintelligible that serves english food,negate
eritrean food noise,inform
i need a restaurant that serves canape,inform
is there a vietnamese restaurant,confirm
what part of town is it,request
food type,inform
eritrean,inform
is there an indian restaurant the east of town,inform
okay thank,thankyou
do you have a restaurant that serves korean food,reqalts
what type of food does it have,request
uh any part of town,inform
steak,inform
i want to find a cheap restaurant and it should be in the north part of,inform
okay and whats the price range,request
free,null
and the phone number please,request
could i get the post code,request
restaurant in the east part of town,inform
i need a restaurant serving chinese food,inform
no,negate
chinese,inform
how about a moderately priced restaurant that serves spani,reqalts
french restaurant,inform
no cheap restaurant in the south part of town,negate
im looking for unintelligible food,inform
can i have the address and the,request
want something in the south side of town thats moderately priced,inform
moderately restaurant,inform
im searching for turkish food,inform
okay does it serve indian food,confirm
im looking for a restaurant serving british food then,inform
and what type of food is it,request
hi im looking for a restaurant,hello
restaurant in the east side of town,inform
no im looking for pan asian,negate
can i get the address and price range,request
is there any place that serves italian food,inform
im good,ack
i am looking for a restaurant in the north part of town serving indian food,inform
okay im looking for moderate price range,inform
katalian food,inform
that information is not important,deny
in the center,inform
noise can i get the address and phone number,request
and what is the address please,request
what type of food do they serve,request
im looking for a restaurant in the north part of town that serves french,inform
do you have a restaurant that serves turkish food,reqalts
is there a restaurant in the south part of town that serves italian food,reqalts
i want french,inform
im looking for an indian restaurant,inform
hi im looking for a rerestaurant that serves cuban food,hello
id like a restaurant in the north part of town that serves traditional food,inform
could i get their address and phone number,request
no indian restaurant,negate
is that persian food,confirm
how about moderately priced thai food,reqalts
what is the phone number a,request
is there a restaurant serving modern european food,reqalts
just give me one more,reqalts
could you give me another venue,reqalts
if there is no such venue how about european type of,inform
okay um,ack
uh is there any other,reqalts
address noise,request
and mail postal code,request
im looking for a restaurant serving unusual food,inform
what is the address and phone number,request
how about a restaurant serving vietnamese food,reqalts
uh price range,request
restaurant in the west part of town serving moroccan food,inform
whats your phone number and post code,request
moderate priced restaurant in the north part of town,inform
im looking for a cheap restaurant serving russian food,inform
what about north american type of food,reqalts
what was the phone number for chiquito,request
can i have the address phone number and postal code,request
spanish,inform
im looking for an expensive restaurant and it should serve vietnamese food,inform
i dont care bye,inform
i need a restaurant that,inform
say thank you good bye,thankyou
i want a modern european food,inform
im looking chineese food,inform
is there a restaurant serving italian food,reqalts
i want to find a cheap restaurant and it should serve scandinavian food,inform
i want to find a restaurant in the east part of town that serves basque food,inform
uh address,request
north american type of food,inform
you have a shitty system,null
phone number please,request
whats the cost,request
im looking for one east part of town,inform
no in the south part of town,negate
i am,null
i would like singaporean food,inform
how about a moderately priced,reqalts
international,inform
and what kind of food do they serve,request
can i get the post code,request
no thank you,negate
do they serve unintelligible food,confirm
gastropub food,inform
moderately priced any food,inform
okay and can i get the phone number,request
i would like the address,request
i want korean food,inform
address phone number area,request
wrong no,negate
moderately priced in the north part of town,inform
im looking for an expensive restaurant that serves australian food,inform
im looking for a restaurant in the east part of the town with indian asian food,inform
uh expensive restaurant in the south,inform
iam looking for an expensive restaurant and it should be in the south part of town,inform
serves what,request
crossover food in the north part of town,inform
address and area,request
ah any,inform
ye,affirm
i need an expensive restsurant in the east part of town,inform
i want mediterranean food,inform
wait,null
moderately priced restaurant in the west,inform
i need asian food,inform
and whats their price range,request
uh what type of food,request
uh okay how about indian food in the east part of town,reqalts
no im looking for eritrean food,negate
noise are there any venues that serve indian type food,inform
hi,hello
im looking for an expensive restaurant that serves sea food,inform
id like the address and phone number please,request
serving romania food,inform
a chinese restaurant in the south part of town,inform
west part of town cuban food,inform
cheap restaurant serving scandinavian food,inform
indian food noise,inform
italian type of food,inform
mmhm,affirm
im looking for a greek restaurant,inform
what is the golden woks phone number,request
what type of food,request
fancy restaurant moroccan food,inform
i want to find a restaurant in any area,inform
looking for something moderately priced in the south of town,inform
addrss,request
what is the phone number and type of food,request
serves lebanese,inform
im looking for an expensive restaurant that serves gastropub food,inform
im looking for an italian restaurant,inform
how about the west of town,reqalts
cuban food cheap restaurant,inform
west part of town cheap,inform
im looking for a expensive restaurant in the,inform
do you have any other restaurant,reqalts
uh indian,inform
hi i need a cheap restaurant in the south part of town,hello
i want a restaurant that serves portuguese food,inform
what is you gardens phone number,request
worthless system,null
okay show me the address,request
cough im looking for expensive danish food,inform
any cheap food,inform
does anyone serve eritrean food,inform
a moderately priced restaurant,inform
how about british food,reqalts
i need a restaurant that serves corsica food,inform
right east part of town,affirm
im looking for a moderate priced restaurant serving jamaican food,inform
i want a restaurant that serves french food,inform
number,null
can i get the phone number and area,request
i want spanish food,inform
what is the price range of this venue,request
im looking for an expensive restaurant that serves english food,inform
a moderate restaurant in the west part of town,inform
looking for a restaurant in the north of town,inform
in the west part,inform
noise im looking for a cheap restaurant in the south part of town,inform
i want a restaurant that serves british food,inform
cantonese food north,inform
im looking for a restaurant in the center of town that serves african,inform
and what is their post code,request
um doesnt matter,inform
with malaysian food,inform
how about an indian type food restaurant,reqalts
im looking for a restaurant in the center,inform
i want to find a restaurant in the center that serves irish,inform
india,inform
okay how about indian food,reqalts
how about an expensive restaurant that serves european food,reqalts
looking for something cheap in the north side of town,inform
kay what is the addre,ack
asian oriental food in the centre,inform
i want to find a restaurant in the north part of town and it should serve,inform
what else,reqalts
im looking for moderately priced restaurant and it should serve halal food,inform
i want an expensive restaurant that serves african food,inform
can i have the noise,null
im looking for a restaurant serving venetian food,inform
moderate range,inform
no danish,negate
restaurant with corsica food,inform
the address phone number and postcode,request
can i have moderately priced restaurant in the west part of town,inform
i want cuban food,inform
is,null
west is the address and phone number,request
where is the phone number,request
alright can i get chinese food,inform
can i have spanish food in,inform
a cheap mexican restaurant,inform
okay looking for a cheap restaurant serving caribbean food,inform
im looking for a cheap restaurant serving international food,inform
a moderately priced restaurant in the,inform
okay um well how bout portuguese,inform
do you have christmas food,inform
yes could you recommend me a place that serves british food in a moderate price range,affirm
what is the address and postcode,request
expensive italian,inform
fine,ack
is it chinese food,confirm
