text,label
german,inform
german food,inform
german food in the centre of town,inform
give me a different restaurant,reqalts
give me address and phone number,request
give me another choice,reqalts
give me another one,reqalts
give me another spanish restaurant,reqalts
give me something else,reqalts
give me the address,request
give me the address and phone number,request
give me the address phone number and price range,request
give me the address please,request
give me the least,null
give me the phone number,request
go back,repeat
gonville and caius college,null
good,ack
good bye,bye
good bye thank you,thankyou
good bye thank you good bye,bye
good could you give me the phone number,request
good food,inform
good i have the address of that,request
good thank you good bye,bye
good whats the address,request
goodbye,bye
goodbye thank you,thankyou
great can i have the address and phone number,request
great could you tell me the address and phone number to that place,request
great day unintelligible,ack
great thank you good bye,thankyou
great thank you goodbye,bye
great whats its address,request
great whats the address,request
great whats the address and phone number,request
great whats the phone number,request
greek,inform
greek food,inform
greek food east part of town,inform
greek food in the moderate,inform
greek food in the north part of town,inform
greek restauran,inform
greek restaurant north of town,inform
halal,inform
halal food,inform
halo,hello
halo food,inform
have a good,ack
hello,hello
hello and welcome,hello
hello and welcome to the cambridge,hello
hello chinese type of food,inform
hello darling im looking for a restaurant in the north part of town,hello
hello hello oh your on the phone yea,hello
hello im looking for a cheap,hello
hello im looking for a cheap restaurant in the west part of town,hello
hello im looking for a moderately priced restaurant in thr,hello
hello im looking for an expensive restaurant,hello
hello welcome,hello
hello welcome to the cambridge system,null
help me decide what venues are available in the west part of town serving any ty,inform
hey im looking for a restaurant in the west part of town,inform
hi,hello
hi <noise>,hello
hi i am looking for a moderately priced restaurant in the east part of town,hello
hi i am looking for a moderately priced restaurant in the west,hello
hi i am looking for restaurant in the west part of town that serves danish food,hello
hi i need a cheap restaurant in the south part of town,hello
hi i need a restaurant in any area,hello
hi i want a restaurant,hello
hi i want to find a moderately priced restaurant in the north part of town,hello
hi i want to serve a cheap restaurant that serves traditional food,hello
hi i would like a cheap restaurant in the north part of town,hello
hi i would like an expensive restaurant in the east part,hello
hi i;m,hello
hi id like a moderately priced restaurant in the north,inform
hi im looking for,hello
hi im looking for a cheap restaurant in the south part of town,hello
hi im looking for a cheap restaurant with lebanese food,hello
hi im looking for a moderately priced restaurant,hello
hi im looking for a moderately priced restaurant in the south part of,hello
hi im looking for a moderately priced restaurant in the south part of town,hello
hi im looking for a moderately priced restaurant in the west part of town,hello
hi im looking for a place that serves scandinavian food,hello
hi im looking for a rerestaurant that serves cuban food,hello
hi im looking for a restaurant,hello
hi im looking for a restaurant in the,hello
hi im looking for a restaurant in the east art of town,hello
hi im looking for a restaurant in the west part of town,hello
hi im looking for a restaurant in the west part of town that serves baskaye food,hello
hi im looking for a restaurant that servers,hello
hi im looking for a restaurant that serves,hello
hi im looking for a restaurant that serves irish food,hello
hi im looking for a restaurant that serves lebanese food,hello
hi im looking for a restaurant that serves spanish food,hello
hi im looking for a restaurant that serves vegetarian food,hello
hi im looking for a restaurant with japanese food,hello
hi im looking for an expensive restaurant in south part of town,hello
hi im looking for an expensive restaurant in the south part of town,hello
hi im looking for an restaurant in the center that serves korean food,hello
hi im looking for cuban food,hello
hi im looking for mexican food,hello
hi im looking for moderately priced,inform
hi looking for a moderately priced restaurant,hello
hi looking for a restaurant in the west part of town,hello
hi need an,hello
high priced,inform
hindi food is okay,inform
hm,null
hold on im working hold on gastro pub,inform
holy cow,null
how about,null
how about a castro pub,reqalts
how about a castro pub type of food,reqalts
how about a cheap asian oriental restaurant,reqalts
how about a chinese restaurant,reqalts
how about a different restaurant,reqalts
how about a gastropub,reqalts
how about a gastropub restaurant,reqalts
how about a korean restaurant,reqalts
how about a moderately priced,reqalts
how about a moderately priced restauran,reqalts
how about a moderately priced restaurant that serves spani,reqalts
how about a moderately priced restaurant that serves spanish,reqalts
how about a place that serves portuguese food,reqalts
how about a portuguese restaurant,reqalts
how about a restaurant in the east part of town that serves indian food,reqalts
how about a restaurant in the north part of town that sells french food,reqalts
how about a restaurant in the west part of town serving vietnamese food,reqalts
how about a restaurant in the west part of town that serves vietnamese,reqalts
how about a restaurant in the west part of town that serves vietnamese food,reqalts
how about a restaurant serving vietnamese food,reqalts
how about a restaurant that serves french food,reqalts
how about a restaurant that serves international food,reqalts
how about a restaurant that serves thai food,reqalts
how about a turkish restaurant,reqalts
how about a turkish restaurant anywhere,reqalts
how about ah one that serves asian oriental,reqalts
how about american food,reqalts
how about an expensive restaurant,reqalts
how about an expensive restaurant that serves european food,reqalts
how about an indian restaurant,reqalts
how about an indian restaurant in the north part of town,reqalts
how about an indian type food restaurant,reqalts
how about any part of town,reqalts
how about any price range,reqalts
how about asian,reqalts
how about asian food,reqalts
how about asian oriental,reqalts
how about asian oriental food,reqalts
how about asian oriental type of foo,reqalts
how about asian oriental type of food,reqalts
how about british,reqalts
how about british food,reqalts
how about british restaurants,reqalts
how about british type food,reqalts
how about british type of food,reqalts
how about canape,reqalts
how about canape food,reqalts
how about canapes,reqalts
how about cantonates food,reqalts
how about cantonese food,reqalts
how about caribbean food,reqalts
how about cheap,reqalts
how about cheap portuguese food,reqalts
how about cheap price range,reqalts
how about chinese,reqalts
how about chinese food,reqalts
how about chinese restaurants,reqalts
how about chinese type of food,reqalts
how about creative food,reqalts
how about english food in the north part of town,reqalts
how about europea,reqalts
how about european,reqalts
how about european food,reqalts
how about european type food,reqalts
how about european type of food,reqalts
how about expensive british,reqalts
how about french,reqalts
how about french food,reqalts
how about gastro pub,reqalts
how about gastro pub type of food,inform
how about gastro type,reqalts
how about gastropub,reqalts
how about gastropub food,reqalts
how about gastropub type food,reqalts
how about gastropub type of food,reqalts
how about in any area,reqalts
how about in any price range,reqalts
how about in the center,reqalts
how about in the west area,inform
how about india,reqalts
how about indian,reqalts
how about indian <noise>,reqalts
how about indian food,reqalts
how about indian food in the east part of town,reqalts
how about indian type food,reqalts
how about indian type of food,reqalts
how about indians,reqalts
how about international,reqalts
how about international food,reqalts
how about international food in any price range,reqalts
how about international type of food,reqalts
how about itailian,reqalts
how about italian,reqalts
how about italian food,reqalts
how about italian food in the west of town,reqalts
how about italian food in the west part of town,reqalts
how about italian type of food,reqalts
how about korean,reqalts
how about korean foo,reqalts
how about korean food,reqalts
how about korean now,reqalts
how about korean type food,reqalts
how about lebanese food,reqalts
how about mediterranean,reqalts
how about mediterranean food,reqalts
how about moderate,reqalts
how about moderately priced,reqalts
how about moderately priced thai food,reqalts
how about modern european,reqalts
how about modern european food,reqalts
how about modern european type of food,reqalts
how about modern europone,reqalts
how about moroccan food,reqalts
how about north american,reqalts
how about north american food,reqalts
how about north american type of food,reqalts
how about one serving jamaican food,reqalts
how about one serving unintelligible food,reqalts
how about one that serves,null
how about one that serves asian oriental food,reqalts
how about one that serves british food,reqalts
how about one that serves korean food,reqalts
how about one that serves portuguese food,reqalts
how about one with thai food,reqalts
how about oriental type of food,reqalts
how about persian food,reqalts
how about phone number,request
how about portugeuse,reqalts
how about portugeuse food,reqalts
how about portuguese,reqalts
how about portuguese food,reqalts
how about portuguese good,reqalts
how about rest of town,reqalts
how about restaurants in the north part of town,inform
how about romanian food,reqalts
how about russian food,reqalts
how about singaporean food,reqalts
how about somewhere serving modern european,reqalts
how about south part of town,reqalts
how about spanish,reqalts
how about spanish food,reqalts
how about spanish types of food,reqalts
how about tha,null
how about thai,reqalts
how about thai food,reqalts
how about thai food thats expensive,reqalts
how about the,null
how about the address,request
how about the center area,reqalts
how about the center of town,reqalts
how about the moderate price range,reqalts
how about the north part,reqalts
how about the phone number,request
how about the post code,request
how about the south part of town,reqalts
how about the west area,reqalts
how about the west of town,reqalts
how about turkish,reqalts
how about turkish food,reqalts
how about turkish type of food,reqalts
how about uh,null
how about uh gastropub,reqalts
how about unintelligible,null
how about vietnamese,reqalts
how about vietnamese food,reqalts
how about vietnamese type of food,reqalts
how about west,reqalts
how bout an indian,inform
how bout any price range,reqalts
how bout asian,reqalts
how bout asian oriental,inform
how bout asian oriental type of food,reqalts
how bout che italian food,inform
how bout chinese food,inform
how bout european,inform
how bout i italian food,inform
how bout indian food,reqalts
how bout irish food <noise>,inform
how bout italian foo,inform
how bout one that serves portuguese food and is cheap,inform
how bout thai,inform
how bout thai food,inform
how bout the center part of town,reqalts
how european,inform
how european food,reqalts
how how bout chinese food,inform
how much,request
how much does it cost,request
how much is the food,request
hungarian,inform
hungarian food,inform
hungarian food in the center of town,inform
hungarian food in the west part of town,inform
i,null
i am,null
i am looking,inform
i am looking for,inform
i am looking for a british restaurant,inform
i am looking for a cheap restaurant,inform
i am looking for a cheap restaurant and it should be in the west part of town,inform
i am looking for a cheap restaurant and it should serve seafood,inform
i am looking for a cheap restaurant in the east part of town,inform
i am looking for a cheap restaurant in the north part of town,inform
i am looking for a cheap restaurant in the west part of town,inform
i am looking for a cheap restaurant that serves germ,inform
i am looking for a moderate priced restaurant,inform
i am looking for a moderate priced restaurant in the west of town,inform
i am looking for a moderately priced restaurant,inform
i am looking for a moderately priced restaurant and it should,inform
i am looking for a moderately priced restaurant in the,inform
i am looking for a moderately priced restaurant in the north,inform
i am looking for a moderately priced restaurant in the south,inform
i am looking for a moderately priced restaurant in the south part of town,inform
i am looking for a moderately priced restaurant in the west part o,inform
i am looking for a moderately priced restaurant in the west part of town,inform
i am looking for a moderately priced restaurant serving cantonese food,inform
i am looking for a moderately priced restaurant that,inform
i am looking for a moderately priced restaurant that serves russian food,inform
i am looking for a moderately priced restaurant that serves turkish food,inform
i am looking for a modern european food,inform
i am looking for a restaurant in any area and it should serve barbecue food,inform
i am looking for a restaurant in the center,inform
i am looking for a restaurant in the center of town serving turkish food,inform
i am looking for a restaurant in the center that serves korean food,inform
i am looking for a restaurant in the east part of town,inform
i am looking for a restaurant in the moderate price range that serves russian,inform
i am looking for a restaurant in the north part of town it shou,inform
i am looking for a restaurant in the north part of town serving indian food,inform
i am looking for a restaurant in the south part of town,inform
i am looking for a restaurant in the south part of town and it should serve cantonese food,inform
i am looking for a restaurant in the west part of town,inform
i am looking for a restaurant serving afghan food,inform
i am looking for a singaporean restaurant in the north part of town,inform
i am looking for an expensive restaurant,inform
i am looking for an expensive restaurant in the east,inform
i am looking for an expensive restaurant in the south part of town,inform
i am looking for an expensive restaurant on the east part of town,inform
i am looking for an expensive restaurant serving kitalian food,inform
i am looking for an expensive restaurant that serves,inform
i am looking for an expensive restaurant that serves australian food,inform
i am looking for an expensive restaurant that serves swedish food,inform
i am looking for asian oriental type food,inform
i am looking for belgium food,inform
i am looking for catalin food,inform
i am looking for gastropub food,inform
i am looking for hungarian food,inform
i am looking for italian,inform
i am looking for kitalian food,inform
i am looking for modern european food,inform
i am looking for persian food please,inform
i am looking for sweedish food,inform
i am looking fora restaurant that should serve,inform
i am searching for a moderately priced restaurant in the east part of,inform
i am searching for a restaurant in the center that serves,inform
i believe you anything else,reqalts
i can have the address the phone number and the post code of the,request
i cant answer in spanish,inform
i changed my mind,null
i do i dont care,inform
i do not care,inform
i do not care about the price range im just looking for a restaurant in the center that serves korean food,inform
i dont,null
i dont care,inform
i dont care <noise>,inform
i dont care about price,inform
i dont care about price range,inform
i dont care about prices,inform
i dont care about the price,inform
i dont care about the price range,inform
i dont care about the price range i need bask food,inform
i dont care about the price range what about thai food,inform
i dont care about the price range what is the address,inform
i dont care but i want it to be in the east part of town,inform
i dont care but it needs to be in the west part of town,inform
i dont care bye,inform
i dont care can i try again,inform
i dont care in the north part of town,inform
i dont care is there any north part of town,inform
i dont care is there anything else,reqalts
i dont care moderate price,inform
i dont care thank you good bye,inform
i dont care the center part of town,inform
i dont care what part of town,inform
i dont care what price range,inform
i dont give a damn about chinese food i want thai food,inform
i dont give a fuck if hk fusion serves chinese food im looking for thai food,inform
i dont know,inform
i dont want chinese,deny
i dont want chinese i want thai food,deny
i dont want pizza,null
i dont want that,deny
i dont want that give me another spanish choice,reqalts
i dont want that one whats another one,reqalts
i dont want turkish,deny
i dont want vietnamese food,deny
i got to find a cheap restaurant that serves mexican food,inform
i hate golden wok is there anything else,reqalts
i know mia,null
i know thank you goodbye,thankyou
i need,null
i need a caribbean restaurant in the south part of town,inform
i need a cheap restaurant,inform
i need a cheap restaurant in the east part of town,inform
i need a cheap restaurant in the north part of town,inform
i need a cheap restaurant in the south part of town,inform
i need a cheap restaurant in the west part of town,inform
i need a cheap restaurant serving eritrean food,inform
i need a cheap restaurant serving italian food,inform
i need a cheap restaurant that serves christmas food,inform
i need a cheap restaurant that serves indonesian food,inform
i need a cheap restaurant that serves international food,inform
i need a cheap restaurant that serves romanian food,inform
i need a cuban restaurant that is moderately priced,inform
i need a mexican restaurant,inform
i need a moderate priced restaurant in the north part of town,inform
i need a moderately priced restaurant,inform
i need a moderately priced restaurant in the north of town,inform
i need a moderately priced restaurant in the north part,inform
i need a moderately priced restaurant in the north part of town,inform
i need a moderately priced restaurant in the part of town,inform
i need a moderately priced restaurant in the south,inform
i need a moderately priced restaurant in the south part of town,inform
i need a moderately priced restaurant in the west part of town,inform
i need a moderately priced restaurant serving fusion food,inform
i need a moderately priced restaurant serving world food,inform
i need a moderately priced restaurant that serves bask food,inform
i need a moderately priced restaurant that serves caribbean food,inform
i need a moderately priced restaurant that serves world food,inform
i need a persian restaurant in the south part of town,inform
i need a phone number,request
i need a place in the centre of town that serves mexican food,inform
i need a place that serves spanish food,inform
i need a restaurant,inform
i need a restaurant in any area with swedish food,inform
i need a restaurant in the,inform
i need a restaurant in the center of town,inform
i need a restaurant in the center of town that includes international food,inform
i need a restaurant in the center of town that serves spanish food,inform
i need a restaurant in the east part of town,inform
i need a restaurant in the east part of town serving indian food,inform
i need a restaurant in the east part of town that serves canape food,inform
i need a restaurant in the east part of town that serves creative,inform
i need a restaurant in the east part of town that serves world food,inform
i need a restaurant in the moderate price range,inform
i need a restaurant in the north,inform
i need a restaurant in the north part of town,inform
i need a restaurant in the north part of town that serves ko,inform
i need a restaurant in the north part of town that serves lebanese food,inform
i need a restaurant in the west part of town,inform
i need a restaurant in the west part of town that serves crossover food,inform
i need a restaurant in the west part of town that serves english food,inform
i need a restaurant in the west part of town that serves europ,inform
i need a restaurant in the west part of town that serves european food,inform
i need a restaurant serving af,inform
i need a restaurant serving asian oriental in the north part of town,inform
i need a restaurant serving chinese food,inform
i need a restaurant serving corsica food,inform
i need a restaurant serving crossover food in the west part of town,inform
i need a restaurant serving modern european food,inform
i need a restaurant serving turkish food,inform
i need a restaurant that,inform
i need a restaurant that serves,inform
i need a restaurant that serves african food,inform
i need a restaurant that serves asian oriental food,inform
i need a restaurant that serves canape,inform
i need a restaurant that serves corsica food,inform
i need a restaurant that serves halal food,inform
i need a restaurant that serves thai food,inform
i need a restaurant that serves turkish food,inform
i need a special restaurant serving christmas food,request
i need a vietnamese restaurant,inform
i need an address,request
i need an expensive british restaurant,inform
i need an expensive restaurant,inform
i need an expensive restaurant in the east part of town,inform
i need an expensive restaurant in the south part of town,inform
i need an expensive restaurant serving british food,inform
i need an expensive restaurant that serves afghan food,inform
i need an expensive restaurant that serves french food,inform
i need an expensive restsurant in the east part of town,inform
i need asian food,inform
i need asian how bout asian food,inform
i need cant,null
i need cheap hungarian restaurant,inform
i need chinese food,inform
i need indian food,inform
i need it in the north part of town,inform
i need jamaican food,inform
i need lebanese food,inform
i need lebanese food in the east,inform
i need moderately priced restaurant that serves spanish,inform
i need one in the cheap price range,inform
i need restaurant serves spanish food,inform
i need something in the east part of town that serves,inform
i need thai food,inform
i need the address,request
i need the address and phone number,request
i need the address phone number and post code,request
i need the address phone number and price range,request
i need the nor,null
i need the phone number and post code,request
i need to find a cheap restaurant,inform
i need to find a french restaurant,inform
i need to find a moderately priced restaurant,inform
i need to find a restaurant in the center and it should serve irish food,inform
i need to find a restaurant in the north part of town that serves jamaican food,inform
i need to find a restaurant in the west part of town,inform
i need to find a restaurant in the west part of town that serves chinese food,inform
i need to find an expensive restaurant in the south park of town,inform
i need to find an expensive restaurant in the south part of town,inform
i need to find one in the south part of town,inform
i need to know if there are any restaurants serving turkish food,inform
i need to know the phone number and price of food,request
i wanna find a moderately priced restaurant in the east part of t,inform
i want,null
i want a basque food restaurant,inform
i want a british restaurant in the east part of town,inform
i want a cheap hungarian food restaurant,inform
i want a cheap restaurant,inform
i want a cheap restaurant in the east part of town,inform
i want a cheap restaurant in the north,inform
i want a cheap restaurant in the north part of town,inform
i want a cheap restaurant in the south,inform
i want a cheap restaurant in the south part of town,inform
i want a cheap restaurant in the west part of town,inform
i want a cheap restaurant that serves cuban food,inform
i want a cheap restaurant that serves european food,inform
i want a cheap restaurant that serves italian food,inform
i want a cheap restaurant that serves unusual food,inform
i want a different res,reqalts
i want a european restaurant in the center part of town,inform
i want a find a restaurant serving mediterranean food,inform
i want a french restaurant that serves expensive food,inform
i want a gastropub restaurant,inform
i want a german restaurant in the west part of town,inform
i want a jamaican food restaurant in the center part of town,inform
i want a korean restaurant,inform
i want a malaysian restaurant,inform
i want a moderate priced restaurant in the north part of town,inform
i want a moderate priced restaurant in the south of town,inform
i want a moderate priced restaurant that serves indian food,inform
i want a moderately priced,inform
i want a moderately priced cantonese restaurant,inform
i want a moderately priced chinese restaurant,inform
i want a moderately priced restaurant,inform
i want a moderately priced restaurant in the east,inform
i want a moderately priced restaurant in the east part of town,inform
i want a moderately priced restaurant in the north part of town,inform
i want a moderately priced restaurant in the north town,inform
i want a moderately priced restaurant in the south part of town,inform
i want a moderately priced restaurant in the west part of town,inform
i want a moderately priced restaurant that,inform
i want a moderately priced restaurant that serves,inform
i want a moderately priced restaurant that serves mediterranean food,inform
i want a modern european,inform
i want a modern european food,inform
i want a modern european restaurant,inform
i want a polynesian restaurant in the north part of town,inform
i want a polynesian restaurant in the west part of town,inform
i want a restaurant,inform
i want a restaurant in any area that serves,inform
i want a restaurant in any area that serves vietnamese food,inform
i want a restaurant in the center,inform
i want a restaurant in the center and it should serve european food,inform
i want a restaurant in the center of town,inform
i want a restaurant in the center of town that serves vinesha,inform
i want a restaurant in the center part of town that serves traditional food,inform
i want a restaurant in the center that serves french food,inform
i want a restaurant in the center that serves seafood,inform
i want a restaurant in the east part of town,inform
i want a restaurant in the east part of town that serves singaporean food,inform
i want a restaurant in the moderate price range,inform
i want a restaurant in the north,inform
i want a restaurant in the north par,inform
i want a restaurant in the north part of town,inform
i want a restaurant in the north part of town that serves french food,inform
i want a restaurant in the north part of town that serves kosher,inform
i want a restaurant in the north part of town that serves moroccan food,inform
i want a restaurant in the north part of town that serves swiss food,inform
i want a restaurant in the north part of town that serves vietnamese food,inform
i want a restaurant in the south part of town,inform
i want a restaurant in the south part of town that serves moroccan food,inform
i want a restaurant in the unintelligible that serves belgium food,inform
i want a restaurant in the we,inform
i want a restaurant in the west part of town serving australian food,inform
i want a restaurant in the west part of town serving thai food,inform
i want a restaurant in the west part of town that serves australian food,inform
i want a restaurant in the west part of town that serves jamaican,inform
i want a restaurant in the west part of town that serves venetian food,inform
i want a restaurant serving,inform
i want a restaurant serving greek food,inform
i want a restaurant serving persian food,inform
i want a restaurant that is cheap and,inform
i want a restaurant that serves,inform
i want a restaurant that serves basque food,inform
i want a restaurant that serves british food,inform
i want a restaurant that serves british food in the center,inform
i want a restaurant that serves cantonese food,inform
i want a restaurant that serves creative food,inform
i want a restaurant that serves french food,inform
i want a restaurant that serves portuguese food,inform
i want a restaurant that serves welsh food,inform
i want a russian restaurant,inform
i want a scandinavian restaurant thats expensive,inform
i want a scottish restaurant,inform
i want a singaporean food restaurant,inform
i want a singaporean food restaurant in the center,inform
i want a turkish restaurant,inform
i want a turkish restaurant in the center part of town,inform
i want a vietnamese restaurant,inform
i want african food,inform
i want an expensive afghan restaurant,inform
i want an expensive irish restaurant,inform
i want an expensive restaurant,inform
i want an expensive restaurant in the east part of town,inform
i want an expensive restaurant in the south part of town,inform
i want an expensive restaurant serving european food,inform
i want an expensive restaurant that serves african food,inform
i want an expensive restaurant that serves polish food,inform
i want an expensive restaurant that serves portuguese food,inform
i want an expensive restaurant that serves sea food,inform
i want an expensive steak house,inform
i want an indian food restaurant moderate priced,inform
i want an indonesian restaurant in the north part of town,inform
i want an irish restaurant thats expensive,inform
i want an italian restaurant,inform
i want an italian restaurant in the center,inform
i want another restaurant that serves spanish food,reqalts
i want asian oriental food,inform
i want brazilian food,inform
i want cantonese food,inform
i want chinese food,inform
i want christmas food,inform
i want cuban food,inform
i want english food in the center of town,inform
i want expensive food in the east part of town,inform
i want french,inform
i want french food,inform
i want fusion food,inform
i want gastropub,inform
i want gastropub food,inform
i want i want indian food,inform
i want indian food,inform
i want indonesian food,inform
i want it in the north part of town,inform
i want italian food,inform
i want korean food,inform
i want lebanese food,inform
i want malaysian food in any area,inform
i want mediterranean food,inform
i want moderately priced restaurant it should be in the south part of town,inform
i want modern european,inform
i want one in the north part of town,inform
i want scottish food,inform
i want sea food,inform
i want singaporean food,inform
i want some british food,inform
i want something else,reqalts
i want something in the south,inform
i want something in the south part of town,inform
i want something that serves lebanese food,inform
i want spanish food,inform
i want swedish ffood,inform
i want swiss food,inform
i want thai food,inform
i want the address and ph,request
i want the address phone number and area,request
i want the center of town,inform
i want to find,null
i want to find a,null
i want to find a cheap,inform
i want to find a cheap re,inform
i want to find a cheap restaurant,inform
i want to find a cheap restaurant and it should be in the east part of town,inform
i want to find a cheap restaurant and it should be in the north part of,inform
i want to find a cheap restaurant and it should serve portuguese food,inform
i want to find a cheap restaurant and it should serve scandinavian food,inform
i want to find a cheap restaurant in the north part of town,inform
i want to find a cheap restaurant in the south part of town,inform
i want to find a cheap restaurant in the west part of town,inform
i want to find a cheap restaurant that serve,inform
i want to find a cheap restaurant that serves,inform
i want to find a expensive restaurant and it should serve english food,inform
i want to find a expensive restaurant in the south part of town,inform
i want to find a expensive restaurant that serves mediterranean,inform
i want to find a moderate priced restaurant that serves,inform
i want to find a moderately,inform
i want to find a moderately priced restaurant,inform
i want to find a moderately priced restaurant and it should be in the,inform
i want to find a moderately priced restaurant and it should be in the north part of town,inform
i want to find a moderately priced restaurant and it should be in the west part of town,inform
i want to find a moderately priced restaurant and it should serve,inform
i want to find a moderately priced restaurant and it should serve asian food,inform
i want to find a moderately priced restaurant in the east part of town,inform
i want to find a moderately priced restaurant in the east part town,inform
i want to find a moderately priced restaurant in the south part of time,inform
i want to find a moderately priced restaurant in the west part town,inform
i want to find a moderately priced restaurant on the east p,inform
i want to find a moderately priced restaurant serving spanish food,inform
i want to find a moderately priced restaurant that serves canapes food,inform
i want to find a moderately priced restaurant that serves cuban food,inform
i want to find a moderately priced restaurant that serves fusion food,inform
i want to find a moderately priced restaurant that serves moroccan food,inform
i want to find a moderately priced restaurant that serves vietna,inform
i want to find a moderately priced restaurant that serves vietnamese food,inform
i want to find a rest,inform
i want to find a restaurant,inform
i want to find a restaurant in any area,inform
i want to find a restaurant in the center,inform
i want to find a restaurant in the center and it should serve corsica food,inform
i want to find a restaurant in the center and it should serve lebanese food,inform
i want to find a restaurant in the center and it should serve vietnamese food,inform
i want to find a restaurant in the center that serves irish,inform
i want to find a restaurant in the center that serves lebanese food,inform
i want to find a restaurant in the center that should serve belgian food,inform
i want to find a restaurant in the centre that serves thai food,inform
i want to find a restaurant in the east part of town,inform
i want to find a restaurant in the east part of town that serves basque food,inform
i want to find a restaurant in the east part of town that serves canapes foo,inform
i want to find a restaurant in the north part of town,inform
i want to find a restaurant in the north part of town and it should serve,inform
i want to find a restaurant in the north part of town that serves italian food,inform
i want to find a restaurant in the south part of town,inform
i want to find a restaurant in the south part of town and it shows,inform
i want to find a restaurant in the south part of town that serves in,inform
i want to find a restaurant in the we,inform
i want to find a restaurant in the west part of,inform
i want to find a restaurant in the west part of town,inform
i want to find a restaurant in the west part of town and it should,inform
i want to find a restaurant in the west part of town that serves english food,inform
i want to find a restaurant in the west part of town that serves vietnamese food,inform
i want to find a restaurant moderately priced in the south part of town,inform
i want to find a restaurant serving world food,inform
i want to find a restaurant that serves french food,inform
i want to find a restaurant that serves vietnamese,inform
i want to find a restaurant that serves world food,inform
i want to find a turkish food,inform
i want to find an expensive restaurant,inform
i want to find an expensive restaurant in the east part of t,inform
i want to find an expensive restaurant in the east part of town,inform
i want to find an expensive restaurant in the south part of town,inform
i want to find an expensive restaurant on the east part of town,inform
i want to find an expensive restaurant that,inform
i want to find an expensive restaurant that serves hungarian food,inform
i want to find an expensive restaurant that serves korean food,inform
i want to find an expensive restaurant that serves swedish food,inform
i want to find an expensive restaurant that serves unusual food,inform
i want to find an expensive restaurant that serves vegetarian food,inform
i want to find chinese food,inform
i want to find indian food then,inform
i want to find international food,inform
i want to find moderately priced restaurant it should be,inform
i want to find the address,request
i want to ind,null
i want to know,null
i want to know the address,request
i want to know the address and phone number,request
i want to know the address and the,request
i want to know the phone number,request
i want vegetarian food,inform
i wanted an expensive restaurant,inform
i wanted moderately priced,inform
i would like,null
i would like a,null
i would like a african restaurant in the center of town,inform
i would like a cheap,inform
i would like a cheap restaurant,inform
i would like a cheap restaurant and it should,inform
i would like a cheap restaurant in the north part of town,inform
i would like a cheap restaurant in the south part of town,inform
i would like a cheap restaurant in the west part of town,inform
i would like a cheap restaurant it should serve ger,inform
i would like a moderately priced restaurant,inform
i would like a moderately priced restaurant in the west part of town,inform
i would like a moderately priced restaurant serving african food,inform
i would like a restaurant,inform
i would like a restaurant in the south part of town,inform
i would like a restaurant in the west part of town that serves cuban food,inform
i would like a restaurant in the west part of town that serves russian food,inform
i would like a restaurant that serves gastropub food,inform
i would like a restaurant that serves korean food,inform
i would like a restaurant that serves thai food,inform
i would like afghan food,inform
i would like an africa restaurant in the center,inform
i would like an expensive asian food restaurant,inform
i would like an expensive restaurant,inform
i would like an expensive restaurant in the east part of,inform
i would like an expensive restaurant in the south of town,inform
i would like an expensive restaurant in the south part of town,inform
i would like an expensive restaurant that serves,inform
i would like an expensive restaurant that serves korean food,inform
i would like asian oriental,inform
i would like australian asian food,inform
i would like australian foo,inform
i would like chinese food,inform
i would like crossover food,inform
i would like european food,inform
i would like expensive food,inform
i would like gastropub,inform
i would like gastropub food in the east part of town please,inform
i would like indian food,inform
i would like international food please,inform
i would like irish food in the north part of town,inform
i would like it to be cheap,inform
i would like korean food,inform
i would like malaysian food in the center part of,inform
i would like mexican food,inform
i would like modern european food,inform
i would like moroccan food,inform
i would like one thats moderately priced,inform
i would like portuguese food,inform
i would like singaporean food,inform
i would like some danish food,inform
i would like steakhouse food,inform
i would like thai food,inform
i would like the address,request
i would like the address and phone number,request
i would like to find a cheap restaurant,inform
i would like to find a cheap restaurant and it should be in the south,inform
i would like to find a cheap restaurant in the south part of town,inform
i would like to find a cheap restaurant in the west part of t,inform
i would like to find a moderately priced,inform
i would like to find a moderately priced restaurant,inform
i would like to find a moderately priced restaurant and it should,inform
i would like to find a moderately priced restaurant and it should be in the east,inform
i would like to find a moderately priced restaurant and it should be in the east part of town,inform
i would like to find a moderately priced restaurant and it should serve greek food,inform
i would like to find a moderately priced restaurant in the east part of,inform
i would like to find a moderately priced restaurant in the north part of town,inform
i would like to find a moderately priced restaurant in the north part of town please,inform
i would like to find a restaurant,inform
i would like to find a restaurant in any area serving international food,inform
i would like to find a restaurant in the center and it should serve korean food,inform
i would like to find a restaurant in the centre,inform
i would like to find a restaurant in the east part of town that serves italian,inform
i would like to find a restaurant in the north part of town,inform
i would like to find a restaurant in the north part of town that serves kosher food,inform
i would like to find a restaurant in the south part of town that serves,inform
i would like to find a restaurant in the west part of town,inform
i would like to find a restaurant in the west part of town that serves,inform
i would like to find a restaurant that serves halal food,inform
i would like to find an expensive restaurant in the south part,inform
i would like to find an expensive restaurant in the south part of town,inform
i would like to find an expensive restaurant serving,inform
i would like to find an expensive restaurant that serves corsica food,inform
i would like to find an expensive restaurant that serves japanese food,inform
i would like to know the phone number,request
i would like traditional food in the south part of town,inform
i would like vietnamese food,inform
iam looking,inform
