label,text
thankyou,thank you good bye
request,and the phone number
inform,indian food
inform,gastropub
request,phone number
thankyou,thank you good bye
reqalts,how about indian food
inform,im looking for a moderately priced restaurant in the east part of town
inform,dont care
thankyou,thank you good bye
affirm,yes
inform,it doesnt matter
request,what is the address and phone number
affirm,yes good afternoon im looking for a restaurant in the north
inform,i would like a african restaurant in the center of town
inform,portuguese
inform,looking for a modernity priced restaurant in the south part of town
inform,the west part of town id like a cheap restaurant
request,great could you tell me the address and phone number to that place
thankyou,thank you goodbye
thankyou,thank you good bye
reqalts,is there anything else
request,what type of food
inform,mediterranean food
request,the address
negate,no italian food
request,phone number
request,what is the phone number
request,the phone number
thankyou,thank you good bye
inform,i dont care
request,whats their phone number
request,okay what is the address
inform,were else food
inform,russian food
inform,im looking for a restaurant in the east part of town
thankyou,thank you good bye
thankyou,thank you good bye
inform,i would like singaporean food
inform,east of town
request,whats its address
inform,the north part of town
request,what area
inform,west
request,address
thankyou,thank you good bye
confirm,is it expensive
inform,im looking for a restaurant that serves thai food and i dont care about the price
thankyou,thank you good bye
inform,swedish food
inform,north american food
request,what is the address
thankyou,thank you goodbye
inform,japanese
bye,good bye
inform,cheap
request,can i get the phone number
thankyou,thank you good bye
inform,italian
inform,any part of town
inform,i am looking for a cheap restaurant and it should be in the west part of town
inform,lebanese damn it just listen to me
request,whats the phone number
request,what area is it in
inform,any
request,and the address
thankyou,thank you good bye
inform,moderately
thankyou,thank you goodbye
request,adddress
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
request,whats the address and phone number
request,phone number
inform,any type
inform,expensive
inform,i dont care but it needs to be in the west part of town
inform,what about modern european type food
inform,italian food in the center
request,phone number
negate,no
request,and the address
inform,im looking for an expensive restaurant and it should serve vietnamese food
inform,i need a moderately priced restaurant in the south part of town
inform,korean
inform,i dont care
reqalts,how about vietnamese food
inform,italian
inform,south part of town
request,telephone number
bye,good bye
thankyou,thank you good bye
inform,corsica
inform,cheap restaurant
inform,dont care
request,address
affirm,yes
request,and the post code
request,what is the phone number and addre
thankyou,thank you good bye
request,what is the address
request,phone number
request,could i have its number
inform,i want to find a restaurant in the east part of town that serves basque food
thankyou,thank you goodbye
reqalts,how about asian oriental
bye,alright thank you good bye
inform,north american food
request,what is the phone number
request,whats the phone number
reqalts,how about mediterranean
request,address
inform,restaurant in the east part of town
inform,im looking for a restaurant that serves
negate,no
request,whats the address and phone number
negate,no singaporean
inform,any area
affirm,yeah im in the west part of town and im looking for some vietnamese
inform,italian food
inform,asian oriental food
thankyou,thank you good bye
request,um could i have the address
inform,creative
request,post code
inform,im looking for a restaurant in the center part of town
thankyou,thank you good bye
request,phone number
request,phone number
affirm,yes
inform,any
inform,mexican food
request,can i get the address and phone number
inform,any
thankyou,thank you good bye
reqalts,how about an expensive restaurant
inform,west
inform,id like to find a moderately priced restaurant in the east part of town
request,whats the address
inform,vietnamese food
request,and the area
inform,scandinavian food
thankyou,thank you good bye
inform,it doesnt matter
reqalts,next one please
request,and whats the phone number
inform,moderately
inform,south part of town
inform,vietnamese
request,address
inform,east
thankyou,thank you good bye
inform,turkish food
request,what is the post code
reqalts,is there anything else
inform,im looking for an expensive restaurant
request,whats the phone number
thankyou,thank you good bye
inform,european food
inform,i would like an expensive restaurant that serves
request,what is their address phone number and post code
inform,restaurant that serves korean food
inform,moderately priced
inform,turkish
bye,good bye
inform,i dont care
thankyou,thank you goodbye
affirm,right
request,can i get the phone number
thankyou,thank you good bye
thankyou,<noise> thank you good bye
inform,any restaurant that serves asian oriental food
inform,corsica
inform,cheap
inform,west part of town
thankyou,thank you good bye
request,the address
inform,doesnt matter
thankyou,thank you good bye
reqalts,what about indian food
inform,european
inform,uh mediterranean food
inform,i dont care
inform,im looking for a restaurant in the west part of town
reqalts,what about italian
reqalts,how about italian food
affirm,yes
inform,i dont care
request,whats the post code
request,whats the address <noise>
inform,im looking for a moderately priced restaurant in the south part of town
inform,british food
inform,north
inform,any price range
bye,okay thank you very much and good bye
request,phone number
inform,dont care
inform,indian type of food
request,whats their price range
inform,i dont care
request,what is the address phone number and post code
request,whats the address
inform,im looking for a restaurant on the east part of town that serves scandinavia food
request,and the telephone number
thankyou,thank you
restart,uh start over
inform,im looking for singaporean food
inform,i dont care <noise>
request,what is the area
inform,catalan
negate,no thank you good bye
request,price range
request,could i have their phone number as well
inform,polish food
inform,any area
inform,are they the east side of town
affirm,yes
request,whats the phone number
inform,scottish
inform,vietnamese food
inform,moderate
inform,spanish
inform,french
thankyou,thank you good bye
request,can i have the phone number and post code please
inform,medium priced
request,address
request,what is the phone number
inform,breath how bout north part of town
affirm,yes
thankyou,thank you good bye
reqalts,how about vietnamese food
request,can i get the address
inform,south
inform,north
inform,moderately pri
confirm,okay is there a chinese restaurant in the north part of town
thankyou,thank you good bye
inform,mediterranean
thankyou,thank you good bye
inform,canape
request,phone number
hello,hello
thankyou,thank you good bye
inform,cheap
inform,any area
request,may i have the address of the venue
request,what is the address and phone number
negate,no thank you goodbye
request,may i have the phone number
request,can i have the address
bye,okay good bye
inform,cheap restaurant in the north part of town
inform,moderately priced restaurant
inform,expensive restaurant expensive restaurant east
inform,moderate priced restaurant that serves indian food
request,what kind of food
inform,moderately priced moderately priced
inform,spanish food
inform,moderately priced
inform,restaurant in the north part of town
bye,good bye
request,what is the phone number
request,uh okay how about the address
inform,center
inform,east
request,and the phone number
inform,italian food
request,phone number
inform,i am looking for hungarian food
thankyou,thank you good bye
inform,any
thankyou,thank you good bye
request,whats the address
reqalts,how about vietnamese food
affirm,yes
reqalts,how about the north part
thankyou,thank you good bye
bye,good bye
inform,european food
request,phone number
inform,i need a cheap restaurant in the west part of town
inform,chinese food
reqalts,how about vietnamese type of food
inform,im looking for a welsh restaurant in the west part of town
inform,<noise> im looking for a cheap restaurant in the south part of town
affirm,mmhm
inform,moderate
request,what about the phone number
inform,not korean
thankyou,thank you good bye
request,phone number
reqalts,how bout the center part of town
inform,cheap portugeuse
bye,good bye
inform,indonesian food east part of town
thankyou,thank you good bye
request,and the post code
request,and the post code
inform,any
inform,any price range
reqalts,next
request,whats the phone number
reqalts,is there anything else
inform,i want a cheap restaurant in the north part of town
inform,im looking to find a moderately priced restaurant
request,address
request,phone number
inform,im looking for a moderately priced restaurant
inform,international food
request,what food do they serve
inform,turkish
inform,it doesnt matter
request,how about the phone number
affirm,yes
affirm,ah yes that serves french food
inform,doesnt matter
request,and the type of food
request,phone number
inform,any
affirm,yes
request,address
request,phone number
request,address
inform,food
request,the price range
inform,scandinavian
reqalts,anything else
inform,id like to find a moderately priced restaurant in the west part of town
inform,doesnt matter
inform,european food
inform,gastropub
request,what is you gardens phone number
inform,dont care
inform,vietnamese
inform,danish
inform,cantonese
request,phone number
request,okay whats the phone number
inform,korean type food
inform,im looking a cheap restaurant
inform,im looking for a restaurant that serves gastropub food
affirm,yes
inform,what about other parts of town
thankyou,thank you good bye
request,alright whats their address
inform,chinese food
inform,cantonese
inform,moderately priced
request,what is the address
reqalts,anything else
inform,i need a restaurant that serves african food
inform,i need a restaurant that serves asian oriental food
thankyou,okay thank you
inform,i want to find a moderately priced restaurant and it should be in the
inform,can i get a restaurant in the east part of town that serves italian food
inform,irish
reqalts,what about thai food
thankyou,thank you good bye
thankyou,thank you
request,address
inform,is there a restaurant serving indian type of food
inform,international type food
inform,i dont care
request,phone number
request,whats the phone number
inform,halal
request,address
request,whats the address
thankyou,thank you good bye
inform,a moderately priced restaurant that serves
thankyou,thank you good bye
inform,west part of town moderately priced
request,okay whats the phone number
affirm,yes
request,and the post code
inform,im searching for a restaurant in the south part of town that serves
inform,any
thankyou,thank you good bye
inform,i dont care
affirm,yes
inform,cheap restaurant
inform,any
inform,canapes food
inform,in the north part of town
reqalts,next
inform,any
request,can i have the phone number of the venue
inform,yea im looking for an expensive
request,how much
thankyou,uh thank you
thankyou,thank you good bye
affirm,perfect
inform,west
request,whats the phone number
request,can i get the phone number
inform,spanish food
thankyou,thank you good bye
inform,cheap restaurant
inform,id like to find a restaurant that serves korean food
request,type of food
inform,any
inform,korean
hello,hello and welcome to the cambridge
inform,halal food
inform,spanish food
thankyou,thank you good bye
request,what is the address
inform,north
thankyou,thank you good bye
affirm,yea im wondering if theres a steak house restaurant in the north part of
reqalts,how about italian food
inform,im looking for a sea food restaurant
inform,im looking for spanish food
inform,expensive
request,whats their address
thankyou,thank you good bye
inform,dont care
inform,im looking for a restaurant in the south part of town that serves vietnamese food
request,whats the price range
inform,dont care
request,can i have the address
thankyou,thank you good bye
request,what kind of food do they serve
inform,i dont care
request,price range
inform,north
reqalts,how about chinese
inform,im looking for something in the south part of town that serves creative
negate,no
reqalts,next
thankyou,thank you good bye
inform,modern european food
request,whats the address
thankyou,thank you good bye
inform,turkish food
inform,indian food
inform,any price range
inform,portuguese food
inform,what about the center area
reqalts,how about indian food
reqalts,um what about chinese
affirm,yes
thankyou,thank you good bye
inform,south
request,phone number
inform,asian oriental
reqalts,what about chinese food
negate,no
thankyou,thank you good bye
inform,i want a restaurant that serves french food
inform,can i have a cheap restaurant
inform,food
confirm,is it in the cheap price range
inform,i dont care
inform,uh expensive european food
thankyou,thank you good bye
inform,it doesnt matter
inform,im looking for a cheap restaurant that serves international
inform,um doesnt matter
request,and whats the phone number
reqalts,how about chinese food
reqalts,anything else
inform,expensive restaurant
inform,hungarian
thankyou,thank you good bye
affirm,right
affirm,yes
negate,no the south part
request,what is the address
thankyou,thank you good bye
inform,tuscan food
thankyou,thank you goodbye
reqalts,uh are there any restaurants serving chinese
request,and the price range
inform,spanish spanish food spanish
inform,scandinavian
inform,asian
inform,cheap restaurant
request,phone number
thankyou,thank you good bye
inform,south
request,whats the post code
request,what is the phone number
inform,im looking for a restaurant in the north of town serving french type of food
inform,south
inform,i want spanish food
inform,any area
inform,cuban
inform,american
inform,italian
inform,cheap
hello,hi i;m
request,could i have the phone number and address please
request,whats the phone number
affirm,right
request,phone number
request,and phone number
inform,any kind of food
inform,im looking for a restaurant in the west part of town that serves
inform,yea id like a restaurant in the west part of town thats
thankyou,thank you good bye
thankyou,thank you goodbye
inform,im looking for spanish food
reqalts,what about north american type of food
thankyou,thank you good bye
request,what is the price range
inform,i dont care
inform,european food
inform,center part of town
inform,unintelligible food
request,what is the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,post code
inform,swedish food
inform,singapore food
request,okay can i have the rest of the address for da vinci
thankyou,thank you good bye
request,telephone
inform,moderate
request,address
request,what is the address
inform,indian
request,what part of town is it in
inform,im looking for a modreately
inform,east part of town
inform,basque
thankyou,uh thank you and goodbye
request,what is the phone number and address
inform,cheap
inform,doesnt matter i dont care
inform,i dont care
inform,um anything else
request,could i have the address and phone number please
inform,scandinavian food
request,may i have the phone number and address
affirm,yes
inform,a cheap restaurant in the west part of town
reqalts,how about a gastropub restaurant
affirm,yes
affirm,yes
inform,chinese
inform,serving christmas food
request,whats the address
inform,is there any serving spanish food
inform,portuguese food
inform,indian food
inform,i dont care
inform,i would like a restaurant in the west part of town that serves russian food
inform,swedish
request,whats the post code
request,phone number
inform,mediterranean
inform,im looking for eritrean food
inform,north part of town
request,where
request,can i get the address
request,address
inform,i would like an expensive restaurant in the south of town
reqalts,how about indian type of food
reqalts,what about portuguese food
request,address
request,may i have the post code
repeat,can you repeat that
affirm,yes
inform,any
request,the phone number
request,what is the phone number
thankyou,thank you good bye
inform,the east part
request,post code
inform,dont care
inform,cheap restaurant
reqalts,is there anything
affirm,yes
inform,did you see a korean restaurant
request,and what is the price range
inform,north
thankyou,thank you good bye
affirm,yes
request,whats their address
inform,uh it doesnt matter
thankyou,thank you good bye
reqalts,anything else
inform,eritrean food <noise>
request,prices
inform,north
request,what type of food do they serve
inform,expensive
negate,no
request,okay what were the prices for the other restaurant
request,phone number
inform,cheap restaurant
affirm,yes
thankyou,thank you good bye
inform,moderately priced priced restaurant chinese food
inform,im looking for a moderately priced restaurant in the east part of town
thankyou,thank you good bye
inform,looking for cheap barbecue food
thankyou,thank you good bye
inform,international food
thankyou,thank you good bye
inform,i dont care
request,the post code
inform,im looking for a moderately priced restaurant in the west part of town
request,whats their price range
thankyou,thank you good bye
request,phone
request,what is the address
request,can i get the address and type of food
inform,cheap
request,what is their address
negate,no
request,phone number
bye,k you goodbye
inform,italian food please
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
negate,no
thankyou,thank you good bye
thankyou,thank you
thankyou,thank you good bye
inform,cheap restaurant spani
request,could i have the address and phone number please
reqalts,is there anything else
thankyou,thank you goodbye
inform,im looking for a restaurant in the center part of town that serves european food
thankyou,thank you good bye
inform,turkish food
request,can i get the address <noise>
inform,north
request,phone number
inform,any type
thankyou,thank you goodbye
request,whats the address
inform,im looking for a restaurant in the east part of town that serves spanish food
reqalts,is there anything else
reqalts,is there another restaurant in the moderately price range in the east part of town
reqalts,anything else
inform,north part of town
request,and the phone number
request,what is the address
inform,cheap
inform,west
affirm,yes
request,post code
request,address
reqalts,is there anything else
request,may i have the address
thankyou,okay thank you goodbye
inform,im looking for a cheap restaurant in the south part of town
request,post code
thankyou,thank you good bye
request,address
request,address
request,post code
inform,um then im looking for european food
inform,moderately priced restaurant
inform,expensive
request,the area
inform,its expensive
request,phone number
inform,spanish
reqalts,how about korean food
thankyou,breath thank you goodbye
request,can i have the address
thankyou,<noise> thank you goodbye
reqalts,how about spanish food
inform,id like an expensive restaurant that serves mediteranean food
request,whats the phone number
thankyou,thank you goodbye
inform,signapore
thankyou,thank you goodbye
thankyou,thank you good bye
affirm,yes
affirm,yes
inform,thai
thankyou,thank you good bye
inform,i dont care
inform,do you have vietnamese food
inform,moderately priced
affirm,yes
request,type of food
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
inform,are there any turkish restaurants
request,phone number
inform,any part of town
affirm,yes
affirm,yes
affirm,yea
inform,moderate
negate,no
inform,im looking for a restaurant serving romanian food
inform,i dont care
inform,and its in the west part of town
reqalts,how about north american type of food
request,what is the address
inform,it doesnt matter
request,may i have the phone number
request,address
request,what is the phone number
inform,i dont care
thankyou,thank you good bye
inform,international food
repeat,repeat
affirm,uh yes id like an expensive restaurant that serves vegetarian food
inform,cheap
request,and can i have the address and phone number please
inform,breath i want to find an expensive restaurant and it sh
request,uh whats the phone number and post code
confirm,is it chinese food though
inform,doesnt matter
request,whats the phone number there
request,phone number
inform,south
inform,indian
inform,italian food
inform,moderately
thankyou,thank you goodbye
inform,any
inform,center
request,whats the post code
inform,any
thankyou,thank you goodbye
thankyou,thank you good bye
thankyou,thank you good bye
inform,looking for something cheap on the east part of town
bye,good bye
request,whats the phone number
inform,chinese food
inform,i am searching for a restaurant in the center that serves
request,the postcode
request,whats the address
request,could i have the address phone number and
inform,i want a restaurant that serves welsh food
thankyou,thank you good bye
affirm,yes
reqalts,what about in the west area
thankyou,thank you good bye
reqalts,anything else
inform,im looking for international food
inform,i want to find an expensive restaurant that serves korean food
inform,west
inform,moderate
negate,no
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
request,address
request,whats the post code
inform,i dont care
inform,im looking for a restaurant in the north part town and it should serve australian food
request,phone number
inform,polynesian food
inform,seafood
inform,i need a place that serves spanish food
inform,west part of town
inform,british food
inform,i dont care
reqalts,is there anything else
inform,hey im looking for a restaurant in the west part of town
inform,im looking for a moderately priced restaurant in the north part of town
request,address
inform,im looking for singaporean food
thankyou,thank you good bye
affirm,yes
request,phone number
request,postcode
affirm,yes
inform,indian food
affirm,yes
request,what food do they serve
request,could i have the phone number
inform,scandanavian
inform,european food
inform,food
inform,indian food
inform,austrian
request,and the phone number
inform,i dont care
request,can i have the address
inform,moderately priced restaurant
reqalts,another one
reqalts,uh what about indian food
inform,in the west part of town
thankyou,thank you good b
request,price range
inform,north part of town moderately priced
request,address
reqalts,is there anything that serves caribbean food
reqalts,what about asian oriental
thankyou,thank you good bye
reqalts,how about ah one that serves asian oriental
inform,any area
thankyou,thank you good bye
request,address
inform,any
thankyou,thank you good bye
inform,north
inform,sea food
inform,any type
inform,cheap
request,what is the phone number
reqalts,how about european food
inform,any kind
bye,goodbye
thankyou,thank you good bye
request,what is the phone number
inform,im looking for a cheap restaurant in the west part of town
inform,im looking for an expensive restaurant in the east part of town
request,phone number
request,uh whats the address
thankyou,thank you good bye
inform,im looking an expensive dr expensive restaurant that serves canapes food
inform,jamcian food
inform,any
request,what is the address and phone number
request,whats the phone number
inform,afghan
inform,unintelligible food
request,what is the post code
reqalts,how about italian
request,postcode
inform,british food
inform,mediterranean
inform,mediterranean food
request,address
request,what type of food
confirm,does it serve modern european food
inform,looking for a moderately priced restaurant that serves tuscan food
inform,asian oriental
inform,i dont know
inform,east
request,may i have their address please
request,address
thankyou,thank you good bye
inform,gastropub
request,what is the phone number
bye,okay good bye
inform,moderately priced
thankyou,alright thank you good
inform,turkish food
inform,it doesnt matter
thankyou,thank you good bye
inform,indian food
inform,british food
thankyou,thank you good bye
request,what is the address
inform,moderately priced in the south part of town
inform,i am looking for an expensive restaurant in the south part of town
affirm,yes
inform,food
inform,looking for something moderately priced on the east side of town
inform,uh id like a cheap restaurant in the
inform,i dont care
request,what is the area
inform,cheap price range
request,phone number
inform,british food
inform,dont care
request,what is the phone number
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food
thankyou,thank you good bye
thankyou,thank you good bye
inform,east
inform,i dont care
request,and the phone number
request,what is the address
request,what is the address
thankyou,thank you good bye
inform,any
inform,venesian
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
inform,south
inform,im looking for corsica food <noise>
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the east part of town
inform,i want to find a restaurant in any area
thankyou,okay thank you good bye
inform,south
inform,im looking for a moderately priced restaurant in the west part of town
inform,i dont care
request,address
request,address
inform,european food
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you good bye
request,what is the phone number
repeat,can you repeat that
thankyou,okay but im going to nandos thank you good bye
inform,african
thankyou,thank you goodbye
request,and whats the address
reqalts,how about italian food
inform,swedish food
request,address
request,okay may i get the address
thankyou,thank you good bye
inform,any kind of food
bye,good bye
inform,serves lebanese
inform,vietnamese food
inform,cuban food
inform,im looking for a moderately priced restaurant
reqalts,is there anything else
request,phone number
negate,no
request,what is the area
inform,cheap price range
affirm,yes cheap
request,address
request,price range address phone number
thankyou,thank you goodbye
thankyou,thank you good bye
inform,can i get a moderate restaurant in the south part of town
inform,cheap restaurant in the east part of town
reqalts,how about korean now
inform,i dont care
inform,it doesnt matter
inform,i dont care
thankyou,thank you good bye
inform,expensive
request,type of food
inform,north part of town
inform,italian food
request,phone number
reqalts,how about indian type of food
inform,north
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you good bye
request,part of town
request,may i have the address
inform,uh i dont care
inform,indian
reqalts,is there anything else
thankyou,thank you good bye
thankyou,thank you good bye
inform,caribbean foo
thankyou,thank you good bye
request,price range
request,what is their address and phone number
inform,moderately priced restaurant turkish food
reqalts,is there anything else
inform,lebanese food
inform,european food
request,what food is in the west part of town
affirm,yes
reqalts,is there anything else
thankyou,thank you good bye
affirm,yes
inform,east
request,phone number
thankyou,thank you good bye
thankyou,thank you
inform,moderate
inform,expensive restaurant in the south part of town
inform,canapes food
reqalts,okay how about modern european food
negate,no im looking for an expensive restaurant in the east part of town
thankyou,thank you good bye
request,what is the address
inform,how bout asian oriental
thankyou,thank you goodbye
inform,im looking for a restaurant in the west
inform,im looking for a moderately priced restaurant in the east part of town
reqalts,how about a turkish restaurant
request,phone number
inform,i do not care
inform,ah any
inform,chinese
request,what is the phone number
request,telephone number
inform,im looking for a restaurant in the north part of town that serves
request,what is the address and phone number
request,address
affirm,yes
inform,african
request,whats the address
reqalts,how about french food
request,what is the post code
thankyou,thank you good bye
inform,north
affirm,yes
inform,im looking for a cheap restaurant in the east part of town
inform,modern european
inform,cheap restaurant in the north of town
inform,expensive
request,and what area of town is it in
inform,what about irish food
request,what is the address
inform,australian food
inform,venetian food
inform,moderate
inform,chinese
inform,im looking for a restaurant in the south part of town
request,address please
inform,i dont care
request,phone number
inform,i want to find a restaurant in the west part of town that serves english food
inform,south
request,type of food
reqalts,what about italian food
thankyou,thank you good bye
reqalts,i hate golden wok is there anything else
reqalts,is there a restaurant serving thai food
inform,moderately priced danish food
request,what type of food
inform,i dont care
affirm,right
request,what kind of food is it
request,address
inform,lebanese
thankyou,thank you good bye
thankyou,thank you and good
affirm,yes
inform,im looking for a moderately priced restaurant in the north
thankyou,thank you
request,whats the address
request,what is the address phone number and price range
request,address
affirm,yes
inform,crossover restaurant west part of town
inform,greek food
request,area
thankyou,thank you goodbye
inform,a restaurant in the west part of town
affirm,yes indian food
inform,moderately priced restaurant in north part of town
reqalts,how about italian food
inform,i want a restaurant in the south part of town
thankyou,thank you good bye
request,what is the phone number
inform,chineese
inform,portuguese food
thankyou,thank you good bye
thankyou,thank you good bye
inform,german food
inform,expensive
thankyou,thank you goodbye
thankyou,thank you good bye
request,address
request,what is the post code
inform,hungarian food
request,what is the phone number
inform,what about modern european
request,what is the phone number
inform,uh expensive
request,and the post code
request,whats the address phone number and area of the venue
inform,austrian
inform,catalan
affirm,yes mexican food
inform,west
thankyou,thank you good bye
inform,a moderately priced restaurant in the west part of town
inform,i need an expensive restaurant serving british food
thankyou,thank you good bye
confirm,does it serve canapes food
thankyou,thank you good bye
request,address
inform,creative food
reqalts,how about italian type of food
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
inform,romanian food
thankyou,thank you good bye
request,what is the phone number
request,what is their phone number
bye,good bye
affirm,yea
affirm,right
bye,alright thank you good bye
ack,im good
thankyou,thank you good bye
thankyou,thank you good bye
request,address
inform,looking for something cheap
request,price range
request,what type of food is served
request,i need the address
inform,any part
request,phone number
inform,im looking for a restaurant in the west part of town that serves italian food
inform,i want a moderately priced restaurant in the north part of town
affirm,uh yes i want to find a restaurant in the north part of town that serves
thankyou,thank you good bye
request,whats the address and phone number
inform,moderately priced spanish restaurant
inform,polynesian food
thankyou,thank you good bye
inform,greek
inform,can i get turkish food
inform,corsica
request,address
thankyou,thank you good bye
inform,the south part
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
inform,im looking for an expensive restaurant
thankyou,thank you good bye
inform,south part of town
inform,north
thankyou,thank you good bye
thankyou,thank you good bye
negate,no
inform,cheap restaurant
request,what is the address
inform,restaurant in the south part of town
inform,ya im looking for a restaurant serving persian food
inform,asian oriental
request,okay and can i get the phone number
request,what is the address
negate,no
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
thankyou,thank you goodbye
inform,chinese
bye,okay thank you and good bye
thankyou,thank you good bye
inform,im looking for a moderate priced restaurant in the south part of
reqalts,how about a castro pub
inform,im looking for a restaurant in north part of town serving austrian food
affirm,uh huh
request,whats the phone number
request,phone number please
thankyou,thank you good bye
inform,a restaurant in the center that serves leban
hello,hi im looking for a restaurant in the
inform,expensive restaurant in the south
thankyou,thank you good bye
inform,south
bye,bye
confirm,is it moderately priced
inform,world food
inform,can i have a cheap restaurant
inform,i dont care
inform,i dont care
negate,no
request,area
thankyou,thank you good bye
request,address
inform,in the west part of town
inform,halo food
request,phone number
thankyou,thank you good bye
request,phone number
request,area
inform,center
request,and price range
reqalts,how about indian food
inform,south
request,whats the address
reqalts,is there anything else
inform,moderate
inform,dont care
inform,corsica
inform,i dont care
request,whats their address
inform,east
inform,north
request,address
inform,traditional food
request,phone number
thankyou,thank you good bye
request,what is the address and phone number
reqalts,next
thankyou,thank you good bye
inform,restaurant in the south part of town
thankyou,thank you good bye
reqalts,is there anything else
thankyou,thank you goodbye
request,address
request,what area is it
request,phone number
request,could i have the address please
request,what is the area of the venue
thankyou,thank you good bye
negate,no
request,phone number
inform,thai
request,address
request,the address
affirm,yes
inform,any type
thankyou,thank you goodbye
reqalts,how about asian oriental
request,phone number
request,and postcode
inform,west
request,what is the phone number a
inform,cheap restaurant in the south part of town
thankyou,thank you good bye
thankyou,thank you good bye
request,address and area
thankyou,thank you good bye
thankyou,thank you good bye
inform,gastropub type foo
thankyou,thank
request,price range
inform,turkish food
request,address
thankyou,thank you good bye
request,whats the phone number
inform,yea im looking for a moderately priced restaurant
inform,dont care
inform,im looking for a restaurant serving lebanese food
inform,cheap restaurant in the east part of town
reqalts,anything else
inform,food
request,can i have the address phone number and post code
request,the address
inform,moderate
reqalts,what else
reqalts,how about in any area
thankyou,thank you good bye
inform,world food
confirm,is it cheap
inform,any
thankyou,thank you goodbye
reqalts,how about european food
inform,south
reqalts,what about spanish food
inform,uh im looking for a cheap restaurant in the north part of town
request,phone number
reqalts,is there anything else
request,what type of food does it have
thankyou,thank you good bye
thankyou,thank you
reqalts,how about turkish
request,whats the address
inform,it doesnt matter
request,what is the address
reqalts,is there anything else
inform,cheap food
inform,east
thankyou,thank you good bye
inform,cheap restaurant east part of town
thankyou,thank you good bye
affirm,yea
inform,corsica food
request,can i get their phone number
request,whats the area
request,price range
inform,any
affirm,right
inform,vietnamese food
inform,can i have a cheap restaurant in the south part of town
request,may i have the phone number
inform,i dont care
request,phone number
affirm,yes
thankyou,thank you goodbye
request,whats the phone number
inform,expensive
inform,price does not matter
request,what is the address
request,address and phone number
inform,any
confirm,is it expensive
bye,alright so im very good thanks good bye
request,phone number
inform,restaurant serving spanish food
inform,expensive
affirm,yes
inform,north
inform,expensive restaurant in the south part of town
inform,want one that serves international food
request,whats the address
inform,food
reqalts,how about thai food
request,post code
inform,gastropub
thankyou,thank you
reqalts,how about rest of town
request,can i get the phone number
thankyou,thank you goodbye
request,price range
reqalts,is there anything else
thankyou,thank you
affirm,yea
inform,im looking for a restaurant in the north part of town serving jamaican food
inform,i dont care
thankyou,thank you good bye
inform,doesnt matter
affirm,yes
thankyou,thank you good bye
affirm,yes
inform,chinese
inform,cantonese food
inform,i dont care
inform,i dont care
inform,i dont care
request,what type of food do they serve
inform,italian food
request,whats the address
inform,south
request,address
inform,how bout an indian
inform,thai
request,what is the address and telephone number
request,address
thankyou,thank you goodbye
thankyou,thank you good bye
request,the phone number
request,what is the address
request,what is the phone number
affirm,yes
inform,im looking for a moderately priced restaurant in the west part of town
request,whats their address
inform,i dont care
thankyou,okay thank you good bye
hello,hi need an
inform,south
inform,corsica food
inform,south part of town
request,post code
request,how much
inform,korean food
request,whats the address
thankyou,thank you good bye
request,phone number
inform,moderately
negate,no
thankyou,thank you good bye
confirm,is it in the moderate price range
bye,good bye
inform,british food
inform,west
request,what is the phone number
reqalts,how about indian type food
reqalts,how about indian type of food
request,whats the phone number and address
inform,moderate priced restaurant that serves spanish food
thankyou,thank you good bye
request,and the address
inform,india
affirm,yes
affirm,yes
negate,no
affirm,yes
request,post code
inform,i want a cheap restaurant in the south
inform,chinese food
inform,swedish food
inform,british
affirm,yes
reqalts,how about indian food
thankyou,thank you good bye
inform,moderately priced in the west part of town
inform,uh north side of town german food
request,what is the type of food
thankyou,thank you good bye
inform,i dont care
inform,doesnt matter
request,address
inform,it should be in the north part of town
request,can i have the phone number
thankyou,thank you good bye
inform,anything
inform,turkish food
inform,south
inform,im looking for a restaurant in the north part of town
thankyou,thank you good bye
request,what is the address
bye,okay good bye
request,price range
request,can i get the address
inform,south
inform,hindi food is okay
inform,north american
reqalts,is there anything else
request,can i get the address
request,what is the address
request,what is the phone number
request,the address
request,what is their phone number
inform,im looking for an expensive restaurant and it should serve fus
request,post code
inform,cheap restaurant
inform,cheap price range
request,phone number
inform,id like to find a restaurant serving crossover food
request,type of food
request,what is the address phone number and price range
inform,serving mediterranean food
hello,hello
reqalts,how about italian food
request,address
request,phone number
thankyou,thank you good bye
request,address and phone number
inform,turkish food
inform,unusual food
inform,christmas food
negate,no center
inform,east
request,whats the address phone number and post code
thankyou,thank you goodbye
